sElectionAbbr	lPrecinctHndl	sPrecinctID	lPrecinctPortionHndl	sPrecinctPortion	lDistrictHndl	sElecDistrictID	lSubDistrictHndl	iElecSubDistrict
2014June3 	3367	0003837	3367		1480	PK14	1480	0
2014June3 	3367	0003837	3367		1400	SA028	1400	0
2014June3 	3367	0003837	3367		980	SCC-4	980	0
2014June3 	3367	0003837	3367		980	SCC-4	1476	5
2014June3 	3367	0003837	3367		985	SE002	985	0
2014June3 	3367	0003837	3367		986	SHS-1	986	0
2014June3 	3367	0003837	3367		1405	SS015	1405	0
2014June3 	3367	0003837	3367		1014	SUS-D	1014	0
2014June3 	3367	0003837	3367		1039	SUT-03	1039	0
2014June3 	3367	0003837	3367		1260	ZT-805	1260	0
2014June3 	3368	0003838	3368		882	*0	882	0
2014June3 	3368	0003838	3368		1426	*404	1426	0
2014June3 	3368	0003838	3368		888	*502	888	0
2014June3 	3368	0003838	3368		1408	CG018	1408	0
2014June3 	3368	0003838	3368		934	PK05	934	0
2014June3 	3368	0003838	3368		934	PK05	1462	4
2014June3 	3368	0003838	3368		945	PK09	945	0
2014June3 	3368	0003838	3368		945	PK09	949	4
2014June3 	3368	0003838	3368		954	PK11	954	0
2014June3 	3368	0003838	3368		1480	PK14	1480	0
2014June3 	3368	0003838	3368		1400	SA028	1400	0
2014June3 	3368	0003838	3368		980	SCC-4	980	0
2014June3 	3368	0003838	3368		980	SCC-4	1477	6
2014June3 	3368	0003838	3368		985	SE002	985	0
2014June3 	3368	0003838	3368		986	SHS-1	986	0
2014June3 	3368	0003838	3368		1405	SS015	1405	0
2014June3 	3368	0003838	3368		1014	SUS-D	1014	0
2014June3 	3368	0003838	3368		1039	SUT-03	1039	0
2014June3 	3368	0003838	3368		1260	ZT-805	1260	0
2014June3 	3369	0003839	3369		882	*0	882	0
2014June3 	3369	0003839	3369		1426	*404	1426	0
2014June3 	3369	0003839	3369		888	*502	888	0
2014June3 	3369	0003839	3369		1408	CG018	1408	0
2014June3 	3369	0003839	3369		934	PK05	934	0
2014June3 	3369	0003839	3369		934	PK05	1462	4
2014June3 	3369	0003839	3369		945	PK09	945	0
2014June3 	3369	0003839	3369		945	PK09	949	4
2014June3 	3369	0003839	3369		954	PK11	954	0
2014June3 	3369	0003839	3369		1480	PK14	1480	0
2014June3 	3369	0003839	3369		1400	SA028	1400	0
2014June3 	3369	0003839	3369		980	SCC-4	980	0
2014June3 	3369	0003839	3369		980	SCC-4	1476	5
2014June3 	3369	0003839	3369		985	SE002	985	0
2014June3 	3369	0003839	3369		986	SHS-1	986	0
2014June3 	3369	0003839	3369		1405	SS015	1405	0
2014June3 	3369	0003839	3369		1014	SUS-D	1014	0
2014June3 	3369	0003839	3369		1039	SUT-03	1039	0
2014June3 	3369	0003839	3369		1271	ZT-816	1271	0
2014June3 	3370	0003840	3370		882	*0	882	0
2014June3 	3370	0003840	3370		1426	*404	1426	0
2014June3 	3370	0003840	3370		888	*502	888	0
2014June3 	3370	0003840	3370		1408	CG018	1408	0
2014June3 	3370	0003840	3370		934	PK05	934	0
2014June3 	3370	0003840	3370		934	PK05	1462	4
2014June3 	3370	0003840	3370		945	PK09	945	0
2014June3 	3370	0003840	3370		945	PK09	949	4
2014June3 	3370	0003840	3370		954	PK11	954	0
2014June3 	3370	0003840	3370		1480	PK14	1480	0
2014June3 	3370	0003840	3370		1400	SA028	1400	0
2014June3 	3370	0003840	3370		980	SCC-4	980	0
2014June3 	3370	0003840	3370		980	SCC-4	1477	6
2014June3 	3370	0003840	3370		985	SE002	985	0
2014June3 	3370	0003840	3370		986	SHS-1	986	0
2014June3 	3370	0003840	3370		1405	SS015	1405	0
2014June3 	3370	0003840	3370		1013	SUS-C	1013	0
2014June3 	3370	0003840	3370		1039	SUT-03	1039	0
2014June3 	3370	0003840	3370		1092	ZT-637	1092	0
2014June3 	3371	0003841	3371		882	*0	882	0
2014June3 	3371	0003841	3371		1426	*404	1426	0
2014June3 	3371	0003841	3371		888	*502	888	0
2014June3 	3371	0003841	3371		1408	CG018	1408	0
2014June3 	3371	0003841	3371		934	PK05	934	0
2014June3 	3371	0003841	3371		934	PK05	1462	4
2014June3 	3371	0003841	3371		945	PK09	945	0
2014June3 	3371	0003841	3371		945	PK09	949	4
2014June3 	3371	0003841	3371		954	PK11	954	0
2014June3 	3371	0003841	3371		1480	PK14	1480	0
2014June3 	3371	0003841	3371		1400	SA028	1400	0
2014June3 	3371	0003841	3371		980	SCC-4	980	0
2014June3 	3371	0003841	3371		980	SCC-4	1476	5
2014June3 	3371	0003841	3371		985	SE002	985	0
2014June3 	3371	0003841	3371		986	SHS-1	986	0
2014June3 	3371	0003841	3371		1405	SS015	1405	0
2014June3 	3371	0003841	3371		1032	SUS-U	1032	0
2014June3 	3371	0003841	3371		1039	SUT-03	1039	0
2014June3 	3371	0003841	3371		1256	ZT-801	1256	0
2014June3 	3372	0003842	3372		882	*0	882	0
2014June3 	3372	0003842	3372		1426	*404	1426	0
2014June3 	3372	0003842	3372		888	*502	888	0
2014June3 	3372	0003842	3372		1408	CG018	1408	0
2014June3 	3372	0003842	3372		934	PK05	934	0
2014June3 	3372	0003842	3372		934	PK05	1462	4
2014June3 	3372	0003842	3372		945	PK09	945	0
2014June3 	3372	0003842	3372		945	PK09	949	4
2014June3 	3372	0003842	3372		954	PK11	954	0
2014June3 	3372	0003842	3372		1480	PK14	1480	0
2014June3 	3372	0003842	3372		1400	SA028	1400	0
2014June3 	3372	0003842	3372		980	SCC-4	980	0
2014June3 	3372	0003842	3372		980	SCC-4	1477	6
2014June3 	3372	0003842	3372		985	SE002	985	0
2014June3 	3372	0003842	3372		986	SHS-1	986	0
2014June3 	3372	0003842	3372		1405	SS015	1405	0
2014June3 	3372	0003842	3372		1032	SUS-U	1032	0
2014June3 	3372	0003842	3372		1039	SUT-03	1039	0
2014June3 	3372	0003842	3372		1255	ZT-800	1255	0
2014June3 	3373	0003843	3373		882	*0	882	0
2014June3 	3373	0003843	3373		1426	*404	1426	0
2014June3 	3373	0003843	3373		888	*502	888	0
2014June3 	3373	0003843	3373		1408	CG018	1408	0
2014June3 	3373	0003843	3373		934	PK05	934	0
2014June3 	3373	0003843	3373		934	PK05	1462	4
2014June3 	3373	0003843	3373		945	PK09	945	0
2014June3 	3373	0003843	3373		945	PK09	949	4
2014June3 	3373	0003843	3373		954	PK11	954	0
2014June3 	3373	0003843	3373		1480	PK14	1480	0
2014June3 	3373	0003843	3373		1400	SA028	1400	0
2014June3 	3373	0003843	3373		980	SCC-4	980	0
2014June3 	3373	0003843	3373		980	SCC-4	1477	6
2014June3 	3373	0003843	3373		985	SE002	985	0
2014June3 	3373	0003843	3373		986	SHS-1	986	0
2014June3 	3373	0003843	3373		1405	SS015	1405	0
2014June3 	3373	0003843	3373		1013	SUS-C	1013	0
2014June3 	3373	0003843	3373		1039	SUT-03	1039	0
2014June3 	3373	0003843	3373		1091	ZT-636	1091	0
2014June3 	3374	0003844	3374		882	*0	882	0
2014June3 	3374	0003844	3374		1426	*404	1426	0
2014June3 	3374	0003844	3374		888	*502	888	0
2014June3 	3374	0003844	3374		1408	CG018	1408	0
2014June3 	3374	0003844	3374		934	PK05	934	0
2014June3 	3374	0003844	3374		934	PK05	1462	4
2014June3 	3374	0003844	3374		945	PK09	945	0
2014June3 	3374	0003844	3374		945	PK09	949	4
2014June3 	3374	0003844	3374		954	PK11	954	0
2014June3 	3374	0003844	3374		1480	PK14	1480	0
2014June3 	3374	0003844	3374		1400	SA028	1400	0
2014June3 	3374	0003844	3374		980	SCC-4	980	0
2014June3 	3374	0003844	3374		980	SCC-4	1477	6
2014June3 	3374	0003844	3374		985	SE002	985	0
2014June3 	3374	0003844	3374		986	SHS-1	986	0
2014June3 	3374	0003844	3374		1405	SS015	1405	0
2014June3 	3374	0003844	3374		1013	SUS-C	1013	0
2014June3 	3374	0003844	3374		1039	SUT-03	1039	0
2014June3 	3374	0003844	3374		1090	ZT-635	1090	0
2014June3 	3375	0003845	3375		882	*0	882	0
2014June3 	3375	0003845	3375		1426	*404	1426	0
2014June3 	3375	0003845	3375		888	*502	888	0
2014June3 	3375	0003845	3375		1408	CG018	1408	0
2014June3 	3375	0003845	3375		934	PK05	934	0
2014June3 	3375	0003845	3375		934	PK05	1462	4
2014June3 	3375	0003845	3375		945	PK09	945	0
2014June3 	3375	0003845	3375		945	PK09	949	4
2014June3 	3375	0003845	3375		954	PK11	954	0
2014June3 	3375	0003845	3375		1480	PK14	1480	0
2014June3 	3375	0003845	3375		1400	SA028	1400	0
2014June3 	3375	0003845	3375		980	SCC-4	980	0
2014June3 	3375	0003845	3375		980	SCC-4	1477	6
2014June3 	3375	0003845	3375		985	SE002	985	0
2014June3 	3375	0003845	3375		986	SHS-1	986	0
2014June3 	3375	0003845	3375		1405	SS015	1405	0
2014June3 	3375	0003845	3375		1013	SUS-C	1013	0
2014June3 	3375	0003845	3375		1039	SUT-03	1039	0
2014June3 	3375	0003845	3375		1092	ZT-637	1092	0
2014June3 	3376	0003846	3376		882	*0	882	0
2014June3 	3376	0003846	3376		1426	*404	1426	0
2014June3 	3376	0003846	3376		888	*502	888	0
2014June3 	3376	0003846	3376		1408	CG018	1408	0
2014June3 	3376	0003846	3376		921	PK01	921	0
2014June3 	3376	0003846	3376		921	PK01	922	1
2014June3 	3376	0003846	3376		934	PK05	934	0
2014June3 	3376	0003846	3376		934	PK05	1462	4
2014June3 	3376	0003846	3376		954	PK11	954	0
2014June3 	3376	0003846	3376		1480	PK14	1480	0
2014June3 	3376	0003846	3376		1400	SA028	1400	0
2014June3 	3376	0003846	3376		980	SCC-4	980	0
2014June3 	3376	0003846	3376		980	SCC-4	1477	6
2014June3 	3376	0003846	3376		985	SE002	985	0
2014June3 	3376	0003846	3376		986	SHS-1	986	0
2014June3 	3376	0003846	3376		1405	SS015	1405	0
2014June3 	3376	0003846	3376		1013	SUS-C	1013	0
2014June3 	3376	0003846	3376		1039	SUT-03	1039	0
2014June3 	3376	0003846	3376		1092	ZT-637	1092	0
2014June3 	3377	0003847	3377		882	*0	882	0
2014June3 	3377	0003847	3377		1426	*404	1426	0
2014June3 	3377	0003847	3377		888	*502	888	0
2014June3 	3377	0003847	3377		1408	CG018	1408	0
2014June3 	3377	0003847	3377		921	PK01	921	0
2014June3 	3377	0003847	3377		921	PK01	922	1
2014June3 	3377	0003847	3377		934	PK05	934	0
2014June3 	3377	0003847	3377		934	PK05	1462	4
2014June3 	3377	0003847	3377		954	PK11	954	0
2014June3 	3377	0003847	3377		1480	PK14	1480	0
2014June3 	3377	0003847	3377		1400	SA028	1400	0
2014June3 	3377	0003847	3377		980	SCC-4	980	0
2014June3 	3377	0003847	3377		980	SCC-4	1477	6
2014June3 	3377	0003847	3377		985	SE002	985	0
2014June3 	3377	0003847	3377		986	SHS-1	986	0
2014June3 	3377	0003847	3377		1405	SS015	1405	0
2014June3 	3377	0003847	3377		1013	SUS-C	1013	0
2014June3 	3377	0003847	3377		1039	SUT-03	1039	0
2014June3 	3377	0003847	3377		1092	ZT-637	1092	0
2014June3 	4174	0003848	4174		882	*0	882	0
2014June3 	4174	0003848	4174		1426	*404	1426	0
2014June3 	4174	0003848	4174		888	*502	888	0
2014June3 	4174	0003848	4174		1408	CG018	1408	0
2014June3 	4174	0003848	4174		1479	PK-26	1479	0
2014June3 	4174	0003848	4174		934	PK05	934	0
2014June3 	4174	0003848	4174		934	PK05	1462	4
2014June3 	4174	0003848	4174		945	PK09	945	0
2014June3 	4174	0003848	4174		945	PK09	949	4
2014June3 	4174	0003848	4174		954	PK11	954	0
2014June3 	4174	0003848	4174		1480	PK14	1480	0
2014June3 	4174	0003848	4174		1400	SA028	1400	0
2014June3 	4174	0003848	4174		980	SCC-4	980	0
2014June3 	4174	0003848	4174		980	SCC-4	1477	6
2014June3 	4174	0003848	4174		985	SE002	985	0
2014June3 	4174	0003848	4174		986	SHS-1	986	0
2014June3 	4174	0003848	4174		1405	SS015	1405	0
2014June3 	4174	0003848	4174		1013	SUS-C	1013	0
2014June3 	4174	0003848	4174		1039	SUT-03	1039	0
2014June3 	4174	0003848	4174		1091	ZT-636	1091	0
2014June3 	3380	0003903	3380		882	*0	882	0
2014June3 	3380	0003903	3380		1423	*401	1423	0
2014June3 	3380	0003903	3380		896	*510	896	0
2014June3 	3380	0003903	3380		1409	CG019	1409	0
2014June3 	3380	0003903	3380		934	PK05	934	0
2014June3 	3380	0003903	3380		934	PK05	1459	1
2014June3 	3380	0003903	3380		944	PK08	944	0
2014June3 	3380	0003903	3380		945	PK09	945	0
2014June3 	3380	0003903	3380		945	PK09	946	1
2014June3 	3380	0003903	3380		954	PK11	954	0
2014June3 	3380	0003903	3380		1480	PK14	1480	0
2014June3 	3380	0003903	3380		1402	SA030	1402	0
2014June3 	3380	0003903	3380		968	SCC-2	968	0
2014June3 	3380	0003903	3380		968	SCC-2	970	2
2014June3 	3380	0003903	3380		985	SE002	985	0
2014June3 	3380	0003903	3380		1406	SS017	1406	0
2014June3 	3380	0003903	3380		997	SUS-2	997	0
2014June3 	3380	0003903	3380		1042	SUT-07	1042	0
2014June3 	3380	0003903	3380		1439	ZT-953	1439	0
2014June3 	3381	0003904	3381		882	*0	882	0
2014June3 	3381	0003904	3381		1423	*401	1423	0
2014June3 	3381	0003904	3381		896	*510	896	0
2014June3 	3381	0003904	3381		1409	CG019	1409	0
2014June3 	3381	0003904	3381		934	PK05	934	0
2014June3 	3381	0003904	3381		934	PK05	1459	1
2014June3 	3381	0003904	3381		944	PK08	944	0
2014June3 	3381	0003904	3381		945	PK09	945	0
2014June3 	3381	0003904	3381		945	PK09	946	1
2014June3 	3381	0003904	3381		954	PK11	954	0
2014June3 	3381	0003904	3381		1480	PK14	1480	0
2014June3 	3381	0003904	3381		1402	SA030	1402	0
2014June3 	3381	0003904	3381		968	SCC-2	968	0
2014June3 	3381	0003904	3381		968	SCC-2	970	2
2014June3 	3381	0003904	3381		985	SE002	985	0
2014June3 	3381	0003904	3381		1406	SS017	1406	0
2014June3 	3381	0003904	3381		997	SUS-2	997	0
2014June3 	3381	0003904	3381		1042	SUT-07	1042	0
2014June3 	3381	0003904	3381		1438	ZT-952	1438	0
2014June3 	4181	0003909	4181		882	*0	882	0
2014June3 	4181	0003909	4181		1423	*401	1423	0
2014June3 	4181	0003909	4181		896	*510	896	0
2014June3 	4181	0003909	4181		1409	CG019	1409	0
2014June3 	4181	0003909	4181		934	PK05	934	0
2014June3 	4181	0003909	4181		934	PK05	1459	1
2014June3 	4181	0003909	4181		944	PK08	944	0
2014June3 	4181	0003909	4181		945	PK09	945	0
2014June3 	4181	0003909	4181		945	PK09	946	1
2014June3 	4181	0003909	4181		954	PK11	954	0
2014June3 	4181	0003909	4181		1480	PK14	1480	0
2014June3 	4181	0003909	4181		1402	SA030	1402	0
2014June3 	4181	0003909	4181		968	SCC-2	968	0
2014June3 	4181	0003909	4181		968	SCC-2	970	2
2014June3 	4181	0003909	4181		985	SE002	985	0
2014June3 	4181	0003909	4181		1406	SS017	1406	0
2014June3 	4181	0003909	4181		997	SUS-2	997	0
2014June3 	4181	0003909	4181		1042	SUT-07	1042	0
2014June3 	4181	0003909	4181		1438	ZT-952	1438	0
2014June3 	3382	0003910	3382		882	*0	882	0
2014June3 	3382	0003910	3382		1423	*401	1423	0
2014June3 	3382	0003910	3382		896	*510	896	0
2014June3 	3382	0003910	3382		1409	CG019	1409	0
2014June3 	3382	0003910	3382		934	PK05	934	0
2014June3 	3382	0003910	3382		934	PK05	1459	1
2014June3 	3382	0003910	3382		944	PK08	944	0
2014June3 	3382	0003910	3382		945	PK09	945	0
2014June3 	3382	0003910	3382		945	PK09	946	1
2014June3 	3382	0003910	3382		954	PK11	954	0
2014June3 	3382	0003910	3382		1480	PK14	1480	0
2014June3 	3382	0003910	3382		1402	SA030	1402	0
2014June3 	3382	0003910	3382		968	SCC-2	968	0
2014June3 	3382	0003910	3382		968	SCC-2	970	2
2014June3 	3382	0003910	3382		985	SE002	985	0
2014June3 	3382	0003910	3382		1406	SS017	1406	0
2014June3 	3382	0003910	3382		997	SUS-2	997	0
2014June3 	3382	0003910	3382		1042	SUT-07	1042	0
2014June3 	3382	0003910	3382		1441	ZT-955	1441	0
2014June3 	3383	0003911	3383		882	*0	882	0
2014June3 	3383	0003911	3383		1423	*401	1423	0
2014June3 	3383	0003911	3383		896	*510	896	0
2014June3 	3383	0003911	3383		1409	CG019	1409	0
2014June3 	3383	0003911	3383		934	PK05	934	0
2014June3 	3383	0003911	3383		934	PK05	1459	1
2014June3 	3383	0003911	3383		944	PK08	944	0
2014June3 	3383	0003911	3383		945	PK09	945	0
2014June3 	3383	0003911	3383		945	PK09	946	1
2014June3 	3383	0003911	3383		954	PK11	954	0
2014June3 	3383	0003911	3383		1480	PK14	1480	0
2014June3 	3383	0003911	3383		1402	SA030	1402	0
2014June3 	3383	0003911	3383		968	SCC-2	968	0
2014June3 	3383	0003911	3383		968	SCC-2	970	2
2014June3 	3383	0003911	3383		985	SE002	985	0
2014June3 	3383	0003911	3383		1406	SS017	1406	0
2014June3 	3383	0003911	3383		997	SUS-2	997	0
2014June3 	3383	0003911	3383		1042	SUT-07	1042	0
2014June3 	3383	0003911	3383		1437	ZT-951	1437	0
2014June3 	3383	0003911	3383		1442	ZT-956	1442	0
2014June3 	3384	0003912	3384		882	*0	882	0
2014June3 	3384	0003912	3384		1423	*401	1423	0
2014June3 	3384	0003912	3384		896	*510	896	0
2014June3 	3384	0003912	3384		1409	CG019	1409	0
2014June3 	3384	0003912	3384		934	PK05	934	0
2014June3 	3384	0003912	3384		934	PK05	1459	1
2014June3 	3384	0003912	3384		944	PK08	944	0
2014June3 	3384	0003912	3384		945	PK09	945	0
2014June3 	3384	0003912	3384		945	PK09	946	1
2014June3 	3384	0003912	3384		954	PK11	954	0
2014June3 	3384	0003912	3384		1480	PK14	1480	0
2014June3 	3384	0003912	3384		1402	SA030	1402	0
2014June3 	3384	0003912	3384		968	SCC-2	968	0
2014June3 	3384	0003912	3384		968	SCC-2	970	2
2014June3 	3384	0003912	3384		985	SE002	985	0
2014June3 	3384	0003912	3384		1406	SS017	1406	0
2014June3 	3384	0003912	3384		997	SUS-2	997	0
2014June3 	3384	0003912	3384		1042	SUT-07	1042	0
2014June3 	3384	0003912	3384		1381	ZT-926	1381	0
2014June3 	3385	0003913	3385		882	*0	882	0
2014June3 	3385	0003913	3385		1423	*401	1423	0
2014June3 	3385	0003913	3385		896	*510	896	0
2014June3 	3385	0003913	3385		1409	CG019	1409	0
2014June3 	3385	0003913	3385		934	PK05	934	0
2014June3 	3385	0003913	3385		934	PK05	1459	1
2014June3 	3385	0003913	3385		944	PK08	944	0
2014June3 	3385	0003913	3385		945	PK09	945	0
2014June3 	3385	0003913	3385		945	PK09	946	1
2014June3 	3385	0003913	3385		954	PK11	954	0
2014June3 	3385	0003913	3385		1480	PK14	1480	0
2014June3 	3385	0003913	3385		1402	SA030	1402	0
2014June3 	3385	0003913	3385		968	SCC-2	968	0
2014June3 	3385	0003913	3385		968	SCC-2	970	2
2014June3 	3385	0003913	3385		985	SE002	985	0
2014June3 	3385	0003913	3385		1406	SS017	1406	0
2014June3 	3385	0003913	3385		997	SUS-2	997	0
2014June3 	3385	0003913	3385		1042	SUT-07	1042	0
2014June3 	3385	0003913	3385		1437	ZT-951	1437	0
2014June3 	3386	0003914	3386		882	*0	882	0
2014June3 	3386	0003914	3386		1423	*401	1423	0
2014June3 	3386	0003914	3386		896	*510	896	0
2014June3 	3386	0003914	3386		1409	CG019	1409	0
2014June3 	3386	0003914	3386		934	PK05	934	0
2014June3 	3386	0003914	3386		934	PK05	1459	1
2014June3 	3386	0003914	3386		944	PK08	944	0
2014June3 	3386	0003914	3386		945	PK09	945	0
2014June3 	3386	0003914	3386		945	PK09	946	1
2014June3 	3386	0003914	3386		954	PK11	954	0
2014June3 	3386	0003914	3386		1480	PK14	1480	0
2014June3 	3386	0003914	3386		1402	SA030	1402	0
2014June3 	3386	0003914	3386		968	SCC-2	968	0
2014June3 	3386	0003914	3386		968	SCC-2	970	2
2014June3 	3386	0003914	3386		985	SE002	985	0
2014June3 	3386	0003914	3386		1406	SS017	1406	0
2014June3 	3386	0003914	3386		997	SUS-2	997	0
2014June3 	3386	0003914	3386		1042	SUT-07	1042	0
2014June3 	3386	0003914	3386		1441	ZT-955	1441	0
2014June3 	3387	0003915	3387		882	*0	882	0
2014June3 	3387	0003915	3387		1423	*401	1423	0
2014June3 	3387	0003915	3387		896	*510	896	0
2014June3 	3387	0003915	3387		1409	CG019	1409	0
2014June3 	3387	0003915	3387		934	PK05	934	0
2014June3 	3387	0003915	3387		934	PK05	1459	1
2014June3 	3387	0003915	3387		944	PK08	944	0
2014June3 	3387	0003915	3387		945	PK09	945	0
2014June3 	3387	0003915	3387		945	PK09	946	1
2014June3 	3387	0003915	3387		954	PK11	954	0
2014June3 	3387	0003915	3387		1480	PK14	1480	0
2014June3 	3387	0003915	3387		1402	SA030	1402	0
2014June3 	3387	0003915	3387		968	SCC-2	968	0
2014June3 	3387	0003915	3387		968	SCC-2	970	2
2014June3 	3387	0003915	3387		985	SE002	985	0
2014June3 	3387	0003915	3387		1406	SS017	1406	0
2014June3 	3387	0003915	3387		997	SUS-2	997	0
2014June3 	3387	0003915	3387		1042	SUT-07	1042	0
2014June3 	3387	0003915	3387		1438	ZT-952	1438	0
2014June3 	3388	0003916	3388		882	*0	882	0
2014June3 	3388	0003916	3388		1423	*401	1423	0
2014June3 	3388	0003916	3388		896	*510	896	0
2014June3 	3388	0003916	3388		1409	CG019	1409	0
2014June3 	3388	0003916	3388		934	PK05	934	0
2014June3 	3388	0003916	3388		934	PK05	1459	1
2014June3 	3388	0003916	3388		944	PK08	944	0
2014June3 	3388	0003916	3388		945	PK09	945	0
2014June3 	3388	0003916	3388		945	PK09	946	1
2014June3 	3388	0003916	3388		954	PK11	954	0
2014June3 	3388	0003916	3388		1480	PK14	1480	0
2014June3 	3388	0003916	3388		1402	SA030	1402	0
2014June3 	3388	0003916	3388		968	SCC-2	968	0
2014June3 	3388	0003916	3388		968	SCC-2	970	2
2014June3 	3388	0003916	3388		985	SE002	985	0
2014June3 	3388	0003916	3388		1406	SS017	1406	0
2014June3 	3388	0003916	3388		997	SUS-2	997	0
2014June3 	3388	0003916	3388		1042	SUT-07	1042	0
2014June3 	3388	0003916	3388		1452	ZT-966	1452	0
2014June3 	3389	0003917	3389		882	*0	882	0
2014June3 	3389	0003917	3389		1423	*401	1423	0
2014June3 	3389	0003917	3389		896	*510	896	0
2014June3 	3389	0003917	3389		1409	CG019	1409	0
2014June3 	3389	0003917	3389		934	PK05	934	0
2014June3 	3389	0003917	3389		934	PK05	1459	1
2014June3 	3389	0003917	3389		944	PK08	944	0
2014June3 	3389	0003917	3389		945	PK09	945	0
2014June3 	3389	0003917	3389		945	PK09	946	1
2014June3 	3389	0003917	3389		954	PK11	954	0
2014June3 	3389	0003917	3389		1480	PK14	1480	0
2014June3 	3389	0003917	3389		1402	SA030	1402	0
2014June3 	3389	0003917	3389		968	SCC-2	968	0
2014June3 	3389	0003917	3389		968	SCC-2	970	2
2014June3 	3389	0003917	3389		985	SE002	985	0
2014June3 	3389	0003917	3389		1406	SS017	1406	0
2014June3 	3389	0003917	3389		997	SUS-2	997	0
2014June3 	3389	0003917	3389		1042	SUT-07	1042	0
2014June3 	3389	0003917	3389		1447	ZT-961	1447	0
2014June3 	4178	0003918	4178		882	*0	882	0
2014June3 	4178	0003918	4178		1423	*401	1423	0
2014June3 	4178	0003918	4178		896	*510	896	0
2014June3 	4178	0003918	4178		1409	CG019	1409	0
2014June3 	4178	0003918	4178		934	PK05	934	0
2014June3 	4178	0003918	4178		934	PK05	1459	1
2014June3 	4178	0003918	4178		944	PK08	944	0
2014June3 	4178	0003918	4178		945	PK09	945	0
2014June3 	4178	0003918	4178		945	PK09	946	1
2014June3 	4178	0003918	4178		954	PK11	954	0
2014June3 	4178	0003918	4178		1480	PK14	1480	0
2014June3 	4178	0003918	4178		1402	SA030	1402	0
2014June3 	4178	0003918	4178		968	SCC-2	968	0
2014June3 	4178	0003918	4178		968	SCC-2	970	2
2014June3 	4178	0003918	4178		985	SE002	985	0
2014June3 	4178	0003918	4178		1406	SS017	1406	0
2014June3 	4178	0003918	4178		997	SUS-2	997	0
2014June3 	4178	0003918	4178		1042	SUT-07	1042	0
2014June3 	4178	0003918	4178		1442	ZT-956	1442	0
2014June3 	3390	0003919	3390		882	*0	882	0
2014June3 	3390	0003919	3390		1423	*401	1423	0
2014June3 	3390	0003919	3390		896	*510	896	0
2014June3 	3390	0003919	3390		1409	CG019	1409	0
2014June3 	3390	0003919	3390		934	PK05	934	0
2014June3 	3390	0003919	3390		934	PK05	1459	1
2014June3 	3390	0003919	3390		944	PK08	944	0
2014June3 	3390	0003919	3390		945	PK09	945	0
2014June3 	3390	0003919	3390		945	PK09	946	1
2014June3 	3390	0003919	3390		954	PK11	954	0
2014June3 	3390	0003919	3390		1480	PK14	1480	0
2014June3 	3390	0003919	3390		1402	SA030	1402	0
2014June3 	3390	0003919	3390		968	SCC-2	968	0
2014June3 	3390	0003919	3390		968	SCC-2	970	2
2014June3 	3390	0003919	3390		985	SE002	985	0
2014June3 	3390	0003919	3390		1406	SS017	1406	0
2014June3 	3390	0003919	3390		997	SUS-2	997	0
2014June3 	3390	0003919	3390		1042	SUT-07	1042	0
2014June3 	3390	0003919	3390		1437	ZT-951	1437	0
2014June3 	3390	0003919	3390		1445	ZT-959	1445	0
2014June3 	3391	0003920	3391		882	*0	882	0
2014June3 	3391	0003920	3391		1423	*401	1423	0
2014June3 	3391	0003920	3391		896	*510	896	0
2014June3 	3391	0003920	3391		1409	CG019	1409	0
2014June3 	3391	0003920	3391		934	PK05	934	0
2014June3 	3391	0003920	3391		934	PK05	1459	1
2014June3 	3391	0003920	3391		944	PK08	944	0
2014June3 	3391	0003920	3391		945	PK09	945	0
2014June3 	3391	0003920	3391		945	PK09	946	1
2014June3 	3391	0003920	3391		954	PK11	954	0
2014June3 	3391	0003920	3391		1480	PK14	1480	0
2014June3 	3391	0003920	3391		1402	SA030	1402	0
2014June3 	3391	0003920	3391		968	SCC-2	968	0
2014June3 	3391	0003920	3391		968	SCC-2	970	2
2014June3 	3391	0003920	3391		985	SE002	985	0
2014June3 	3391	0003920	3391		1406	SS017	1406	0
2014June3 	3391	0003920	3391		997	SUS-2	997	0
2014June3 	3391	0003920	3391		1042	SUT-07	1042	0
2014June3 	3391	0003920	3391		1443	ZT-957	1443	0
2014June3 	3392	0003921	3392		882	*0	882	0
2014June3 	3392	0003921	3392		1423	*401	1423	0
2014June3 	3392	0003921	3392		896	*510	896	0
2014June3 	3392	0003921	3392		1409	CG019	1409	0
2014June3 	3392	0003921	3392		934	PK05	934	0
2014June3 	3392	0003921	3392		934	PK05	1459	1
2014June3 	3392	0003921	3392		944	PK08	944	0
2014June3 	3392	0003921	3392		945	PK09	945	0
2014June3 	3392	0003921	3392		945	PK09	946	1
2014June3 	3392	0003921	3392		954	PK11	954	0
2014June3 	3392	0003921	3392		1480	PK14	1480	0
2014June3 	3392	0003921	3392		1402	SA030	1402	0
2014June3 	3392	0003921	3392		968	SCC-2	968	0
2014June3 	3392	0003921	3392		968	SCC-2	970	2
2014June3 	3392	0003921	3392		985	SE002	985	0
2014June3 	3392	0003921	3392		1406	SS017	1406	0
2014June3 	3392	0003921	3392		997	SUS-2	997	0
2014June3 	3392	0003921	3392		1042	SUT-07	1042	0
2014June3 	3392	0003921	3392		1441	ZT-955	1441	0
2014June3 	3393	0003922	3393		882	*0	882	0
2014June3 	3393	0003922	3393		1423	*401	1423	0
