sElectionAbbr	iBalType	iContestID	iCalcCtstRotation
2014June3 	29	1100	2
2014June3 	29	1130	3
2014June3 	29	1200	0
2014June3 	29	1310	0
2014June3 	29	2604	1
2014June3 	29	2621	2
2014June3 	29	2624	2
2014June3 	29	3001	1
2014June3 	29	4410	1
2014June3 	29	4420	1
2014June3 	29	4430	2
2014June3 	29	5200	0
2014June3 	62	2621	2
2014June3 	62	2624	1
2014June3 	62	3001	1
2014June3 	62	4401	0
2014June3 	62	4410	1
2014June3 	63	1140	3
2014June3 	63	1330	0
2014June3 	63	2604	1
2014June3 	63	2621	2
2014June3 	63	2624	1
2014June3 	63	3001	1
2014June3 	63	4401	0
2014June3 	63	4410	1
2014June3 	63	4420	1
2014June3 	63	4430	2
2014June3 	64	1030	13
2014June3 	64	1040	4
2014June3 	64	1050	4
2014June3 	64	1060	4
2014June3 	64	1070	1
2014June3 	64	1080	7
2014June3 	64	1090	1
2014June3 	64	1100	2
2014June3 	64	1330	0
2014June3 	64	2604	1
2014June3 	64	2621	2
2014June3 	64	2624	1
2014June3 	64	3001	1
2014June3 	64	4401	0
2014June3 	64	4410	1
2014June3 	65	1050	4
2014June3 	65	1060	4
2014June3 	65	1070	1
2014June3 	65	1080	7
2014June3 	65	1090	1
2014June3 	65	1100	2
2014June3 	65	1140	3
2014June3 	65	1330	0
2014June3 	41	5200	0
2014June3 	41	5205	0
2014June3 	42	1030	13
2014June3 	42	1040	4
2014June3 	42	1050	4
2014June3 	42	1060	4
2014June3 	42	1070	1
2014June3 	42	1080	7
2014June3 	42	1090	1
2014June3 	42	1100	2
2014June3 	42	1140	3
2014June3 	42	1200	0
2014June3 	42	1330	0
2014June3 	42	2604	1
2014June3 	42	2621	2
2014June3 	42	2624	1
2014June3 	42	3001	1
2014June3 	42	4404	0
2014June3 	42	4410	1
2014June3 	42	4420	1
2014June3 	42	4430	2
2014June3 	42	5200	0
2014June3 	43	1030	13
2014June3 	43	1040	4
2014June3 	43	1050	4
2014June3 	43	1060	4
2014June3 	43	1070	1
2014June3 	43	1080	7
2014June3 	43	1090	1
2014June3 	43	1100	2
2014June3 	43	1140	3
2014June3 	43	1330	0
2014June3 	43	2604	1
2014June3 	43	2621	2
2014June3 	43	2624	1
2014June3 	43	3001	1
2014June3 	43	4404	0
2014June3 	43	4410	1
2014June3 	43	4420	1
2014June3 	43	4430	2
2014June3 	43	5200	0
2014June3 	43	5209	0
2014June3 	44	1030	10
2014June3 	44	1040	1
2014June3 	44	1050	1
2014June3 	44	1060	1
2014June3 	44	1070	1
2014June3 	44	1080	4
2014June3 	44	1090	1
2014June3 	44	1100	2
2014June3 	44	1150	1
2014June3 	44	1310	0
2014June3 	44	2604	1
2014June3 	44	2621	2
2014June3 	44	2624	2
2014June3 	44	3001	1
2014June3 	44	4410	1
2014June3 	44	4420	1
2014June3 	44	4430	2
2014June3 	44	5200	0
2014June3 	45	1030	13
2014June3 	45	1040	4
2014June3 	45	1050	4
2014June3 	45	1060	4
2014June3 	45	1070	1
2014June3 	45	1080	7
2014June3 	45	1090	1
2014June3 	45	1100	2
2014June3 	45	1150	1
2014June3 	45	1330	0
2014June3 	45	2604	1
2014June3 	45	2621	2
2014June3 	45	2624	1
2014June3 	45	3001	1
2014June3 	45	4404	0
2014June3 	45	4410	1
2014June3 	45	4420	1
2014June3 	45	4430	2
2014June3 	45	5200	0
2014June3 	46	1030	12
2014June3 	46	1040	3
2014June3 	46	1050	3
2014June3 	46	1060	3
2014June3 	46	1070	3
2014June3 	46	1080	6
2014June3 	46	1090	3
2014June3 	46	1100	1
2014June3 	46	1150	2
2014June3 	46	1320	0
2014June3 	46	2604	1
2014June3 	46	2621	1
2014June3 	46	2624	3
2014June3 	46	3001	3
2014June3 	46	4410	1
2014June3 	46	4420	1
2014June3 	46	4430	1
2014June3 	46	5200	0
2014June3 	46	5209	0
2014June3 	48	5200	0
2014June3 	52	1330	0
2014June3 	52	2604	1
2014June3 	52	2621	2
2014June3 	52	2624	1
2014June3 	52	3001	1
2014June3 	52	4410	1
2014June3 	52	4420	1
2014June3 	52	4430	2
2014June3 	52	5200	0
2014June3 	52	5209	0
2014June3 	53	1030	13
2014June3 	53	1040	4
2014June3 	53	1050	4
2014June3 	53	1060	4
2014June3 	53	1070	1
2014June3 	53	1080	7
2014June3 	53	1090	1
2014June3 	53	1100	2
2014June3 	53	1150	1
2014June3 	53	1330	0
2014June3 	53	2604	1
2014June3 	53	2621	2
2014June3 	53	2624	1
2014June3 	53	3001	1
2014June3 	53	4404	0
2014June3 	53	4410	1
2014June3 	53	4420	1
2014June3 	53	4430	2
2014June3 	53	5200	0
2014June3 	53	5209	0
2014June3 	54	1030	13
2014June3 	54	1040	4
2014June3 	54	1050	4
2014June3 	54	1060	4
2014June3 	54	1070	1
2014June3 	54	1080	7
2014June3 	54	1090	1
2014June3 	54	1100	2
2014June3 	54	1140	3
2014June3 	54	1330	0
2014June3 	54	2604	1
2014June3 	54	2621	2
2014June3 	54	2624	1
2014June3 	54	3001	1
2014June3 	54	4404	0
2014June3 	54	4410	1
2014June3 	54	4420	1
2014June3 	54	4430	2
2014June3 	54	5200	0
2014June3 	55	1030	9
2014June3 	55	1040	8
2014June3 	55	1050	8
2014June3 	55	1060	6
2014June3 	55	1070	3
2014June3 	55	1080	3
2014June3 	55	1090	3
2014June3 	55	1100	1
2014June3 	55	1140	2
2014June3 	55	1300	0
2014June3 	55	2604	1
2014June3 	55	2621	1
2014June3 	55	2624	1
2014June3 	55	3001	3
2014June3 	55	4410	1
2014June3 	55	4420	1
2014June3 	55	4430	1
2014June3 	56	1030	9
2014June3 	56	1040	8
2014June3 	56	1050	8
2014June3 	56	1060	6
2014June3 	56	1070	3
2014June3 	56	1080	3
2014June3 	56	1090	3
2014June3 	56	1100	1
2014June3 	56	1140	2
2014June3 	56	1300	0
2014June3 	56	2604	1
2014June3 	56	2621	1
2014June3 	56	2624	1
2014June3 	56	3001	3
2014June3 	47	1030	13
2014June3 	47	1040	4
2014June3 	47	1050	4
2014June3 	47	1060	4
2014June3 	47	1070	1
2014June3 	47	1080	7
2014June3 	47	1090	1
2014June3 	47	1100	2
2014June3 	47	1140	3
2014June3 	47	1330	0
2014June3 	47	2604	1
2014June3 	47	2621	2
2014June3 	47	2624	1
2014June3 	47	3001	1
2014June3 	47	4404	0
2014June3 	47	4410	1
2014June3 	47	4420	1
2014June3 	47	4430	2
2014June3 	47	5200	0
2014June3 	47	5209	0
2014June3 	48	1030	13
2014June3 	48	1040	4
2014June3 	48	1050	4
2014June3 	48	1060	4
2014June3 	48	1070	1
2014June3 	48	1080	7
2014June3 	48	1090	1
2014June3 	48	1100	2
2014June3 	48	1150	1
2014June3 	48	1330	0
2014June3 	48	2604	1
2014June3 	48	2621	2
2014June3 	48	2624	1
2014June3 	48	3001	1
2014June3 	48	4404	0
2014June3 	48	4410	1
2014June3 	48	4420	1
2014June3 	48	4430	2
2014June3 	48	5209	0
2014June3 	49	1030	13
2014June3 	49	1040	4
2014June3 	49	1050	4
2014June3 	49	1060	4
2014June3 	49	1070	1
2014June3 	49	1080	7
2014June3 	49	1090	1
2014June3 	49	1100	2
2014June3 	49	1140	3
2014June3 	49	1330	0
2014June3 	49	2604	1
2014June3 	49	2621	2
2014June3 	49	2624	1
2014June3 	49	3001	1
2014June3 	49	4404	0
2014June3 	49	4410	1
2014June3 	49	4420	1
2014June3 	49	4430	2
2014June3 	49	5200	0
2014June3 	49	5209	0
2014June3 	51	1050	4
2014June3 	51	1060	4
2014June3 	51	1070	1
2014June3 	51	1080	7
2014June3 	51	1090	1
2014June3 	51	1100	2
2014June3 	51	1140	3
2014June3 	51	1330	0
2014June3 	51	2604	1
2014June3 	51	2621	2
2014June3 	51	2624	1
2014June3 	51	3001	1
2014June3 	51	4401	0
2014June3 	51	4410	1
2014June3 	51	4420	1
2014June3 	51	4430	2
2014June3 	51	5200	0
2014June3 	51	5209	0
2014June3 	52	1030	13
2014June3 	52	1040	4
2014June3 	52	1050	4
2014June3 	52	1060	4
2014June3 	52	1070	1
2014June3 	52	1080	7
2014June3 	52	1090	1
2014June3 	52	1100	2
2014June3 	52	1150	1
2014June3 	57	1060	4
2014June3 	57	1070	1
2014June3 	57	1080	7
2014June3 	57	1090	1
2014June3 	57	1100	2
2014June3 	57	1140	3
2014June3 	57	1330	0
2014June3 	57	2604	1
2014June3 	57	2621	2
2014June3 	57	2624	1
2014June3 	57	3001	1
2014June3 	57	4410	1
2014June3 	57	4420	1
2014June3 	57	4430	2
2014June3 	58	1030	13
2014June3 	58	1040	4
2014June3 	58	1050	4
2014June3 	58	1060	4
2014June3 	58	1070	1
2014June3 	58	1080	7
2014June3 	58	1090	1
2014June3 	58	1100	2
2014June3 	58	1140	3
2014June3 	58	1330	0
2014June3 	58	2604	1
2014June3 	58	2621	2
2014June3 	58	2624	1
2014June3 	58	3001	1
2014June3 	58	4410	1
2014June3 	58	4420	1
2014June3 	58	4430	2
2014June3 	59	1030	9
2014June3 	59	1040	8
2014June3 	59	1050	8
2014June3 	59	1060	6
2014June3 	59	1070	3
2014June3 	59	1080	3
2014June3 	59	1090	3
2014June3 	59	1100	1
2014June3 	59	1130	2
2014June3 	59	1300	0
2014June3 	59	2604	1
2014June3 	59	2621	1
2014June3 	59	2624	1
2014June3 	59	3001	3
2014June3 	59	4410	1
2014June3 	59	4420	1
2014June3 	59	4430	1
2014June3 	60	1030	13
2014June3 	60	1040	4
2014June3 	60	1050	4
2014June3 	60	1060	4
2014June3 	60	1070	1
2014June3 	60	1080	7
2014June3 	60	1090	1
2014June3 	60	1100	2
2014June3 	60	1130	4
2014June3 	60	1330	0
2014June3 	60	2604	1
2014June3 	60	2621	2
2014June3 	60	2624	1
2014June3 	60	3001	1
2014June3 	60	4410	1
2014June3 	60	4420	1
2014June3 	60	4430	2
2014June3 	61	1030	13
2014June3 	61	1040	4
2014June3 	61	1050	4
2014June3 	61	1060	4
2014June3 	61	1070	1
2014June3 	61	1080	7
2014June3 	61	1090	1
2014June3 	61	1100	2
2014June3 	61	1130	4
2014June3 	61	1330	0
2014June3 	61	2604	1
2014June3 	61	2621	2
2014June3 	61	2624	1
2014June3 	61	3001	1
2014June3 	61	4410	1
2014June3 	61	4420	1
2014June3 	61	4430	2
2014June3 	62	1030	13
2014June3 	62	1040	4
2014June3 	62	1050	4
2014June3 	62	1060	4
2014June3 	62	1070	1
2014June3 	62	1080	7
2014June3 	62	1090	1
2014June3 	62	1100	2
2014June3 	62	1140	3
2014June3 	62	1330	0
2014June3 	62	2604	1
2014June3 	50	1030	13
2014June3 	50	1040	4
2014June3 	50	1050	4
2014June3 	50	1060	4
2014June3 	50	1070	1
2014June3 	50	1080	7
2014June3 	50	1090	1
2014June3 	50	1100	2
2014June3 	50	1140	3
2014June3 	50	1330	0
2014June3 	50	2604	1
2014June3 	50	2621	2
2014June3 	50	2624	1
2014June3 	50	3001	1
2014June3 	50	4401	0
2014June3 	50	4410	1
2014June3 	50	4420	1
2014June3 	50	4430	2
2014June3 	50	5200	0
2014June3 	50	5209	0
2014June3 	51	1030	13
2014June3 	51	1040	4
2014June3 	64	1140	3
2014June3 	65	2604	1
2014June3 	65	2621	2
2014June3 	65	2624	1
2014June3 	65	3001	1
2014June3 	65	4401	0
2014June3 	65	4410	1
2014June3 	65	4420	1
2014June3 	65	4430	2
2014June3 	66	1030	13
2014June3 	66	1070	1
2014June3 	66	1080	7
2014June3 	66	1090	1
2014June3 	66	1140	3
2014June3 	66	1330	0
2014June3 	66	2604	1
2014June3 	66	2621	2
2014June3 	66	2624	1
2014June3 	66	3001	1
2014June3 	66	4401	0
2014June3 	66	4410	1
2014June3 	66	4420	1
2014June3 	66	4430	2
2014June3 	67	1050	4
2014June3 	67	1060	4
2014June3 	67	1070	1
2014June3 	67	1080	7
2014June3 	67	1090	1
2014June3 	67	1100	2
2014June3 	67	1140	3
2014June3 	67	1330	0
2014June3 	67	2604	1
2014June3 	67	2624	1
2014June3 	67	3001	1
2014June3 	67	4401	0
2014June3 	67	4410	1
2014June3 	67	4420	1
2014June3 	67	4430	2
2014June3 	68	1030	13
2014June3 	68	1040	4
2014June3 	68	1050	4
2014June3 	68	1060	4
2014June3 	68	1070	1
2014June3 	68	1080	7
2014June3 	68	1090	1
2014June3 	68	1100	2
2014June3 	68	1140	3
2014June3 	68	1330	0
2014June3 	68	2604	1
2014June3 	68	2621	2
2014June3 	68	2624	1
2014June3 	68	3001	1
2014June3 	68	4404	0
2014June3 	68	4410	1
2014June3 	68	4420	1
2014June3 	68	4430	2
2014June3 	69	1030	13
2014June3 	69	1040	4
2014June3 	69	1050	4
2014June3 	69	1060	4
2014June3 	69	1070	1
2014June3 	69	1080	7
2014June3 	69	1090	1
2014June3 	69	1100	2
2014June3 	69	1140	3
2014June3 	69	1330	0
2014June3 	69	2604	1
2014June3 	69	2621	2
2014June3 	69	2624	1
2014June3 	69	3001	1
2014June3 	69	4404	0
2014June3 	69	4410	1
2014June3 	69	4420	1
2014June3 	69	4430	2
2014June3 	70	1030	13
2014June3 	70	1040	4
2014June3 	70	1050	4
2014June3 	70	1060	4
2014June3 	70	1070	1
2014June3 	70	1080	7
2014June3 	70	1090	1
2014June3 	70	1100	2
2014June3 	70	1140	3
2014June3 	70	1330	0
2014June3 	70	2604	1
2014June3 	70	2621	2
2014June3 	70	2624	1
2014June3 	70	3001	1
2014June3 	70	4404	0
2014June3 	70	4410	1
2014June3 	70	4420	1
2014June3 	70	4430	2
2014June3 	71	1030	15
2014June3 	71	1040	6
2014June3 	71	1050	6
2014June3 	71	1060	6
2014June3 	71	1070	3
2014June3 	71	1080	2
2014June3 	71	1090	3
2014June3 	71	1100	2
2014June3 	71	1150	1
2014June3 	71	1370	0
2014June3 	71	2604	1
2014June3 	71	2621	2
2014June3 	71	2624	3
2014June3 	71	3001	3
2014June3 	71	4401	0
2014June3 	71	4410	1
2014June3 	71	4420	1
2014June3 	71	4430	2
2014June3 	72	1030	15
2014June3 	72	1040	6
2014June3 	72	1050	6
2014June3 	72	1060	6
2014June3 	72	1070	3
2014June3 	72	1080	2
2014June3 	72	1090	3
2014June3 	72	1100	2
2014June3 	72	1160	2
2014June3 	72	1370	0
2014June3 	72	2604	1
2014June3 	72	2621	2
2014June3 	72	2624	3
2014June3 	72	3001	3
2014June3 	72	4401	0
2014June3 	72	4410	1
2014June3 	72	4420	1
2014June3 	72	4430	2
2014June3 	85	1030	14
2014June3 	85	1040	5
2014June3 	85	1050	5
2014June3 	85	1060	5
2014June3 	85	1070	2
2014June3 	85	1080	1
2014June3 	85	1090	2
2014June3 	85	1100	1
2014June3 	85	1140	4
2014June3 	85	1340	0
2014June3 	85	2604	1
2014June3 	85	2621	1
2014June3 	85	2624	2
2014June3 	85	3001	2
2014June3 	85	4401	0
2014June3 	85	4410	1
2014June3 	85	4420	1
2014June3 	85	4430	1
2014June3 	86	1030	13
2014June3 	86	1040	4
2014June3 	86	1050	4
2014June3 	86	1060	4
2014June3 	86	1070	1
2014June3 	86	1080	7
2014June3 	86	1090	1
2014June3 	86	1100	2
2014June3 	86	1140	3
2014June3 	86	1330	0
2014June3 	86	2604	1
2014June3 	67	2621	2
2014June3 	73	1030	10
2014June3 	73	1040	1
2014June3 	73	1050	1
2014June3 	73	1060	1
2014June3 	73	1070	1
2014June3 	73	1080	4
2014June3 	73	1090	1
2014June3 	73	1100	2
2014June3 	73	1130	3
2014June3 	73	1200	0
2014June3 	73	1310	0
2014June3 	73	2604	1
2014June3 	73	2621	2
2014June3 	73	2624	2
2014June3 	73	3001	1
2014June3 	73	4410	1
2014June3 	73	4420	1
2014June3 	73	4430	2
2014June3 	86	2621	2
2014June3 	86	2624	1
2014June3 	86	3001	1
2014June3 	86	4401	0
2014June3 	86	4410	1
2014June3 	86	4420	1
2014June3 	86	4430	2
2014June3 	87	1030	13
2014June3 	87	1040	4
2014June3 	87	1050	4
2014June3 	87	1060	4
2014June3 	87	1070	1
2014June3 	87	1080	7
2014June3 	87	1090	1
2014June3 	87	1100	2
2014June3 	87	1140	3
2014June3 	87	1330	0
2014June3 	87	2604	1
2014June3 	87	2621	2
2014June3 	87	2624	1
2014June3 	87	3001	1
2014June3 	87	4401	0
2014June3 	87	4410	1
2014June3 	87	4420	1
2014June3 	87	4430	2
2014June3 	88	1030	13
2014June3 	88	1040	4
2014June3 	88	1050	4
2014June3 	88	1060	4
2014June3 	88	1070	1
2014June3 	88	1080	7
2014June3 	88	1090	1
2014June3 	88	1100	2
2014June3 	88	1140	3
2014June3 	88	1330	0
2014June3 	88	2604	1
2014June3 	88	2621	2
2014June3 	88	2624	1
2014June3 	88	3001	1
2014June3 	88	4404	0
2014June3 	88	4410	1
2014June3 	88	4420	1
2014June3 	88	4430	2
2014June3 	89	1030	13
2014June3 	89	1040	4
2014June3 	89	1050	4
2014June3 	89	1060	4
2014June3 	89	1070	1
2014June3 	89	1080	7
2014June3 	89	1090	1
2014June3 	89	1100	2
2014June3 	89	1140	3
2014June3 	89	1330	0
2014June3 	89	2604	1
2014June3 	89	2621	2
2014June3 	89	2624	1
2014June3 	89	3001	1
2014June3 	89	4401	0
2014June3 	89	4410	1
2014June3 	89	4420	1
2014June3 	89	4430	2
2014June3 	90	1030	12
2014June3 	90	1040	3
2014June3 	90	1050	3
2014June3 	90	1060	3
2014June3 	90	1070	3
2014June3 	90	1080	6
2014June3 	90	1090	3
2014June3 	90	1100	1
2014June3 	90	1150	2
2014June3 	90	1320	0
2014June3 	90	2604	1
2014June3 	90	2621	1
2014June3 	90	2624	3
2014June3 	90	3001	3
2014June3 	90	4410	1
2014June3 	90	4420	1
2014June3 	90	4430	1
2014June3 	91	1030	12
2014June3 	91	1040	3
2014June3 	91	1050	3
2014June3 	91	1060	3
2014June3 	91	1070	3
2014June3 	91	1080	6
2014June3 	91	1090	3
2014June3 	91	1100	1
2014June3 	91	1150	2
2014June3 	91	1320	0
2014June3 	91	2604	1
2014June3 	91	2621	1
2014June3 	91	2624	3
2014June3 	91	3001	3
2014June3 	91	4401	0
2014June3 	91	4410	1
2014June3 	91	4420	1
2014June3 	91	4430	1
2014June3 	92	1030	14
2014June3 	92	1040	5
2014June3 	92	1050	5
2014June3 	92	1060	5
2014June3 	92	1070	2
2014June3 	92	1080	1
2014June3 	92	1090	2
2014June3 	92	1100	1
2014June3 	92	1150	2
2014June3 	92	1340	0
2014June3 	92	2604	1
2014June3 	92	2621	1
2014June3 	92	2624	2
2014June3 	92	3001	2
2014June3 	92	4401	0
2014June3 	92	4410	1
2014June3 	92	4420	1
2014June3 	92	4430	1
2014June3 	93	1030	13
2014June3 	93	1040	4
2014June3 	93	1050	4
2014June3 	93	1060	4
2014June3 	93	1070	1
2014June3 	93	1080	7
2014June3 	93	1090	1
2014June3 	93	1100	2
2014June3 	93	1140	3
2014June3 	93	1330	0
2014June3 	93	2604	1
2014June3 	93	2621	2
2014June3 	93	2624	1
2014June3 	93	3001	1
2014June3 	93	4401	0
2014June3 	93	4410	1
2014June3 	93	4420	1
2014June3 	93	4430	2
2014June3 	94	1030	14
2014June3 	94	1040	5
2014June3 	94	1050	5
2014June3 	94	1060	5
2014June3 	94	1070	2
2014June3 	94	1080	1
2014June3 	94	1090	2
2014June3 	94	1100	1
2014June3 	94	1140	4
2014June3 	94	1340	0
2014June3 	94	2604	1
2014June3 	94	2621	1
2014June3 	94	2624	2
2014June3 	94	3001	2
2014June3 	94	4401	0
2014June3 	94	4410	1
2014June3 	94	4420	1
2014June3 	94	4430	1
2014June3 	95	1030	10
2014June3 	95	1040	1
2014June3 	95	1050	1
2014June3 	95	1060	1
2014June3 	95	1070	1
2014June3 	95	1080	4
2014June3 	95	1090	1
2014June3 	95	1100	2
2014June3 	95	1150	1
2014June3 	95	1310	0
2014June3 	99	2624	2
2014June3 	99	3001	1
2014June3 	99	4410	1
2014June3 	99	4420	1
2014June3 	99	4430	2
2014June3 	100	1030	10
2014June3 	100	1040	1
2014June3 	100	1050	1
2014June3 	100	1060	1
2014June3 	100	1070	1
2014June3 	100	1080	4
2014June3 	100	1090	1
2014June3 	100	1100	2
2014June3 	100	1130	3
2014June3 	100	1310	0
2014June3 	100	2604	1
2014June3 	100	2621	2
2014June3 	100	2624	2
2014June3 	100	3001	1
2014June3 	100	4410	1
2014June3 	100	4420	1
2014June3 	100	4430	2
2014June3 	101	1030	10
2014June3 	101	1040	1
2014June3 	101	1050	1
2014June3 	101	1060	1
2014June3 	101	1070	1
2014June3 	101	1080	4
2014June3 	101	1090	1
2014June3 	101	1100	2
2014June3 	101	1150	1
2014June3 	101	1200	0
2014June3 	101	1310	0
2014June3 	101	2604	1
2014June3 	101	2621	2
2014June3 	101	2624	2
2014June3 	101	3001	1
2014June3 	101	4410	1
2014June3 	101	4420	1
2014June3 	101	4430	2
2014June3 	56	4420	1
