sElectionAbbr	lPrecinctHndl	sPrecinctID	lPrecinctPorHndl	sPrecinctPortion	lPartyHndl	sPartyAbbr	lTotalRegCount
2014June3 	2085	0001001	2085		59	AE  	0
2014June3 	2085	0001001	2085		15	AI  	28
2014June3 	2085	0001001	2085		2	DEM 	358
2014June3 	2085	0001001	2085		23	GRN 	6
2014June3 	2085	0001001	2085		27	LIB 	4
2014June3 	2085	0001001	2085		0	NP  	182
2014June3 	2085	0001001	2085		21	PF  	2
2014June3 	2085	0001001	2085		3	REP 	207
2014June3 	2086	0001002	2086		59	AE  	0
2014June3 	2086	0001002	2086		15	AI  	15
2014June3 	2086	0001002	2086		2	DEM 	244
2014June3 	2086	0001002	2086		23	GRN 	2
2014June3 	2086	0001002	2086		27	LIB 	2
2014June3 	2086	0001002	2086		0	NP  	145
2014June3 	2086	0001002	2086		21	PF  	2
2014June3 	2086	0001002	2086		3	REP 	146
2014June3 	2087	0001003	2087		59	AE  	0
2014June3 	2087	0001003	2087		15	AI  	3
2014June3 	2087	0001003	2087		2	DEM 	117
2014June3 	2087	0001003	2087		23	GRN 	3
2014June3 	2087	0001003	2087		27	LIB 	0
2014June3 	2087	0001003	2087		0	NP  	69
2014June3 	2087	0001003	2087		21	PF  	2
2014June3 	2087	0001003	2087		3	REP 	82
2014June3 	2088	0001004	2088		59	AE  	0
2014June3 	2088	0001004	2088		15	AI  	9
2014June3 	2088	0001004	2088		2	DEM 	188
2014June3 	2088	0001004	2088		23	GRN 	2
2014June3 	2088	0001004	2088		27	LIB 	1
2014June3 	2088	0001004	2088		0	NP  	91
2014June3 	2088	0001004	2088		21	PF  	1
2014June3 	2088	0001004	2088		3	REP 	109
2014June3 	2089	0001005	2089		59	AE  	0
2014June3 	2089	0001005	2089		15	AI  	18
2014June3 	2089	0001005	2089		2	DEM 	211
2014June3 	2089	0001005	2089		23	GRN 	3
2014June3 	2089	0001005	2089		27	LIB 	2
2014June3 	2089	0001005	2089		0	NP  	108
2014June3 	2089	0001005	2089		21	PF  	4
2014June3 	2089	0001005	2089		3	REP 	143
2014June3 	2090	0001006	2090		59	AE  	0
2014June3 	2090	0001006	2090		15	AI  	10
2014June3 	2090	0001006	2090		2	DEM 	225
2014June3 	2090	0001006	2090		23	GRN 	6
2014June3 	2090	0001006	2090		27	LIB 	4
2014June3 	2090	0001006	2090		0	NP  	125
2014June3 	2090	0001006	2090		21	PF  	0
2014June3 	2090	0001006	2090		3	REP 	131
2014June3 	2091	0001007	2091		59	AE  	0
2014June3 	2091	0001007	2091		15	AI  	21
2014June3 	2091	0001007	2091		2	DEM 	273
2014June3 	2091	0001007	2091		23	GRN 	4
2014June3 	2091	0001007	2091		27	LIB 	2
2014June3 	2091	0001007	2091		0	NP  	161
2014June3 	2091	0001007	2091		21	PF  	1
2014June3 	2091	0001007	2091		3	REP 	230
2014June3 	2092	0001008	2092		59	AE  	0
2014June3 	2092	0001008	2092		15	AI  	13
2014June3 	2092	0001008	2092		2	DEM 	316
2014June3 	2092	0001008	2092		23	GRN 	6
2014June3 	2092	0001008	2092		27	LIB 	8
2014June3 	2092	0001008	2092		0	NP  	157
2014June3 	2092	0001008	2092		21	PF  	1
2014June3 	2092	0001008	2092		3	REP 	184
2014June3 	4155	0001009	4155		59	AE  	0
2014June3 	4155	0001009	4155		15	AI  	6
2014June3 	4155	0001009	4155		2	DEM 	120
2014June3 	4155	0001009	4155		23	GRN 	0
2014June3 	4155	0001009	4155		27	LIB 	5
2014June3 	4155	0001009	4155		0	NP  	65
2014June3 	4155	0001009	4155		21	PF  	0
2014June3 	4155	0001009	4155		3	REP 	39
2014June3 	2093	0001010	2093		59	AE  	0
2014June3 	2093	0001010	2093		15	AI  	23
2014June3 	2093	0001010	2093		2	DEM 	300
2014June3 	2093	0001010	2093		23	GRN 	2
2014June3 	2093	0001010	2093		27	LIB 	9
2014June3 	2093	0001010	2093		0	NP  	149
2014June3 	2093	0001010	2093		21	PF  	3
2014June3 	2093	0001010	2093		3	REP 	207
2014June3 	2094	0001011	2094		59	AE  	0
2014June3 	2094	0001011	2094		15	AI  	25
2014June3 	2094	0001011	2094		2	DEM 	271
2014June3 	2094	0001011	2094		23	GRN 	3
2014June3 	2094	0001011	2094		27	LIB 	1
2014June3 	2094	0001011	2094		0	NP  	184
2014June3 	2094	0001011	2094		21	PF  	2
2014June3 	2094	0001011	2094		3	REP 	198
2014June3 	2095	0001012	2095		59	AE  	0
2014June3 	2095	0001012	2095		15	AI  	10
2014June3 	2095	0001012	2095		2	DEM 	210
2014June3 	2095	0001012	2095		23	GRN 	1
2014June3 	2095	0001012	2095		27	LIB 	6
2014June3 	2095	0001012	2095		0	NP  	152
2014June3 	2095	0001012	2095		21	PF  	2
2014June3 	2095	0001012	2095		3	REP 	162
2014June3 	2096	0001013	2096		59	AE  	0
2014June3 	2096	0001013	2096		15	AI  	10
2014June3 	2096	0001013	2096		2	DEM 	197
2014June3 	2096	0001013	2096		23	GRN 	1
2014June3 	2096	0001013	2096		27	LIB 	1
2014June3 	2096	0001013	2096		0	NP  	118
2014June3 	2096	0001013	2096		21	PF  	0
2014June3 	2096	0001013	2096		3	REP 	128
2014June3 	2097	0001014	2097		59	AE  	0
2014June3 	2097	0001014	2097		15	AI  	7
2014June3 	2097	0001014	2097		2	DEM 	153
2014June3 	2097	0001014	2097		23	GRN 	3
2014June3 	2097	0001014	2097		27	LIB 	5
2014June3 	2097	0001014	2097		0	NP  	114
2014June3 	2097	0001014	2097		21	PF  	0
2014June3 	2097	0001014	2097		3	REP 	145
2014June3 	2098	0001015	2098		59	AE  	0
2014June3 	2098	0001015	2098		15	AI  	14
2014June3 	2098	0001015	2098		2	DEM 	220
2014June3 	2098	0001015	2098		23	GRN 	0
2014June3 	2098	0001015	2098		27	LIB 	3
2014June3 	2098	0001015	2098		0	NP  	167
2014June3 	2098	0001015	2098		21	PF  	1
2014June3 	2098	0001015	2098		3	REP 	140
2014June3 	2100	0001017	2100		59	AE  	0
2014June3 	2100	0001017	2100		15	AI  	3
2014June3 	2100	0001017	2100		2	DEM 	26
2014June3 	2100	0001017	2100		23	GRN 	0
2014June3 	2100	0001017	2100		27	LIB 	0
2014June3 	2100	0001017	2100		0	NP  	16
2014June3 	2100	0001017	2100		21	PF  	0
2014June3 	2100	0001017	2100		3	REP 	12
2014June3 	2101	0001018	2101		59	AE  	0
2014June3 	2101	0001018	2101		15	AI  	18
2014June3 	2101	0001018	2101		2	DEM 	410
2014June3 	2101	0001018	2101		23	GRN 	4
2014June3 	2101	0001018	2101		27	LIB 	2
2014June3 	2101	0001018	2101		0	NP  	230
2014June3 	2101	0001018	2101		21	PF  	3
2014June3 	2101	0001018	2101		3	REP 	232
2014June3 	2103	0001020	2103		59	AE  	1
2014June3 	2103	0001020	2103		15	AI  	12
2014June3 	2103	0001020	2103		2	DEM 	169
2014June3 	2103	0001020	2103		23	GRN 	1
2014June3 	2103	0001020	2103		27	LIB 	2
2014June3 	2103	0001020	2103		0	NP  	107
2014June3 	2103	0001020	2103		21	PF  	1
2014June3 	2103	0001020	2103		3	REP 	156
2014June3 	2104	0001021	2104		59	AE  	0
2014June3 	2104	0001021	2104		15	AI  	20
2014June3 	2104	0001021	2104		2	DEM 	293
2014June3 	2104	0001021	2104		23	GRN 	1
2014June3 	2104	0001021	2104		27	LIB 	2
2014June3 	2104	0001021	2104		0	NP  	120
2014June3 	2104	0001021	2104		21	PF  	0
2014June3 	2104	0001021	2104		3	REP 	269
2014June3 	2105	0001022	2105		59	AE  	0
2014June3 	2105	0001022	2105		15	AI  	18
2014June3 	2105	0001022	2105		2	DEM 	248
2014June3 	2105	0001022	2105		23	GRN 	1
2014June3 	2105	0001022	2105		27	LIB 	6
2014June3 	2105	0001022	2105		0	NP  	153
2014June3 	2105	0001022	2105		21	PF  	0
2014June3 	2105	0001022	2105		3	REP 	172
2014June3 	2106	0001023	2106		59	AE  	0
2014June3 	2106	0001023	2106		15	AI  	8
2014June3 	2106	0001023	2106		2	DEM 	223
2014June3 	2106	0001023	2106		23	GRN 	5
2014June3 	2106	0001023	2106		27	LIB 	0
2014June3 	2106	0001023	2106		0	NP  	164
2014June3 	2106	0001023	2106		21	PF  	1
2014June3 	2106	0001023	2106		3	REP 	197
2014June3 	2107	0001024	2107		59	AE  	0
2014June3 	2107	0001024	2107		15	AI  	12
2014June3 	2107	0001024	2107		2	DEM 	241
2014June3 	2107	0001024	2107		23	GRN 	3
2014June3 	2107	0001024	2107		27	LIB 	2
2014June3 	2107	0001024	2107		0	NP  	163
2014June3 	2107	0001024	2107		21	PF  	0
2014June3 	2107	0001024	2107		3	REP 	195
2014June3 	2108	0001025	2108		59	AE  	0
2014June3 	2108	0001025	2108		15	AI  	13
2014June3 	2108	0001025	2108		2	DEM 	221
2014June3 	2108	0001025	2108		23	GRN 	1
2014June3 	2108	0001025	2108		27	LIB 	3
2014June3 	2108	0001025	2108		0	NP  	131
2014June3 	2108	0001025	2108		21	PF  	0
2014June3 	2108	0001025	2108		3	REP 	201
2014June3 	2109	0001026	2109		59	AE  	0
2014June3 	2109	0001026	2109		15	AI  	12
2014June3 	2109	0001026	2109		2	DEM 	257
2014June3 	2109	0001026	2109		23	GRN 	1
2014June3 	2109	0001026	2109		27	LIB 	5
2014June3 	2109	0001026	2109		0	NP  	166
2014June3 	2109	0001026	2109		21	PF  	0
2014June3 	2109	0001026	2109		3	REP 	198
2014June3 	2110	0001027	2110		59	AE  	0
2014June3 	2110	0001027	2110		15	AI  	11
2014June3 	2110	0001027	2110		2	DEM 	184
2014June3 	2110	0001027	2110		23	GRN 	3
2014June3 	2110	0001027	2110		27	LIB 	0
2014June3 	2110	0001027	2110		0	NP  	80
2014June3 	2110	0001027	2110		21	PF  	1
2014June3 	2110	0001027	2110		3	REP 	140
2014June3 	2111	0001028	2111		59	AE  	0
2014June3 	2111	0001028	2111		15	AI  	13
2014June3 	2111	0001028	2111		2	DEM 	188
2014June3 	2111	0001028	2111		23	GRN 	0
2014June3 	2111	0001028	2111		27	LIB 	2
2014June3 	2111	0001028	2111		0	NP  	112
2014June3 	2111	0001028	2111		21	PF  	0
2014June3 	2111	0001028	2111		3	REP 	117
2014June3 	2112	0001029	2112		59	AE  	0
2014June3 	2112	0001029	2112		15	AI  	6
2014June3 	2112	0001029	2112		2	DEM 	196
2014June3 	2112	0001029	2112		23	GRN 	2
2014June3 	2112	0001029	2112		27	LIB 	4
2014June3 	2112	0001029	2112		0	NP  	98
2014June3 	2112	0001029	2112		21	PF  	0
2014June3 	2112	0001029	2112		3	REP 	179
2014June3 	2113	0001030	2113		59	AE  	0
2014June3 	2113	0001030	2113		15	AI  	10
2014June3 	2113	0001030	2113		2	DEM 	273
2014June3 	2113	0001030	2113		23	GRN 	1
2014June3 	2113	0001030	2113		27	LIB 	3
2014June3 	2113	0001030	2113		0	NP  	124
2014June3 	2113	0001030	2113		21	PF  	0
2014June3 	2113	0001030	2113		3	REP 	220
2014June3 	2114	0001031	2114		59	AE  	0
2014June3 	2114	0001031	2114		15	AI  	5
2014June3 	2114	0001031	2114		2	DEM 	112
2014June3 	2114	0001031	2114		23	GRN 	1
2014June3 	2114	0001031	2114		27	LIB 	1
2014June3 	2114	0001031	2114		0	NP  	75
2014June3 	2114	0001031	2114		21	PF  	0
2014June3 	2114	0001031	2114		3	REP 	101
2014June3 	2115	0001032	2115		59	AE  	0
2014June3 	2115	0001032	2115		15	AI  	11
2014June3 	2115	0001032	2115		2	DEM 	322
2014June3 	2115	0001032	2115		23	GRN 	4
2014June3 	2115	0001032	2115		27	LIB 	3
2014June3 	2115	0001032	2115		0	NP  	261
2014June3 	2115	0001032	2115		21	PF  	2
2014June3 	2115	0001032	2115		3	REP 	247
2014June3 	2116	0001033	2116		59	AE  	0
2014June3 	2116	0001033	2116		15	AI  	6
2014June3 	2116	0001033	2116		2	DEM 	88
2014June3 	2116	0001033	2116		23	GRN 	1
2014June3 	2116	0001033	2116		27	LIB 	3
2014June3 	2116	0001033	2116		0	NP  	73
2014June3 	2116	0001033	2116		21	PF  	0
2014June3 	2116	0001033	2116		3	REP 	87
2014June3 	2117	0001034	2117		59	AE  	0
2014June3 	2117	0001034	2117		15	AI  	15
2014June3 	2117	0001034	2117		2	DEM 	291
2014June3 	2117	0001034	2117		23	GRN 	1
2014June3 	2117	0001034	2117		27	LIB 	8
2014June3 	2117	0001034	2117		0	NP  	203
2014June3 	2117	0001034	2117		21	PF  	0
2014June3 	2117	0001034	2117		3	REP 	413
2014June3 	2118	0001035	2118		59	AE  	0
2014June3 	2118	0001035	2118		15	AI  	7
2014June3 	2118	0001035	2118		2	DEM 	102
2014June3 	2118	0001035	2118		23	GRN 	1
2014June3 	2118	0001035	2118		27	LIB 	3
2014June3 	2118	0001035	2118		0	NP  	64
2014June3 	2118	0001035	2118		21	PF  	0
2014June3 	2118	0001035	2118		3	REP 	126
2014June3 	2119	0001036	2119		59	AE  	0
2014June3 	2119	0001036	2119		15	AI  	15
2014June3 	2119	0001036	2119		2	DEM 	255
2014June3 	2119	0001036	2119		23	GRN 	2
2014June3 	2119	0001036	2119		27	LIB 	4
2014June3 	2119	0001036	2119		0	NP  	194
2014June3 	2119	0001036	2119		21	PF  	0
2014June3 	2119	0001036	2119		3	REP 	331
2014June3 	4126	0001037	4126		59	AE  	0
2014June3 	4126	0001037	4126		15	AI  	0
2014June3 	4126	0001037	4126		2	DEM 	29
2014June3 	4126	0001037	4126		23	GRN 	0
2014June3 	4126	0001037	4126		27	LIB 	0
2014June3 	4126	0001037	4126		0	NP  	36
2014June3 	4126	0001037	4126		21	PF  	0
2014June3 	4126	0001037	4126		3	REP 	15
2014June3 	2121	0001038	2121		59	AE  	0
2014June3 	2121	0001038	2121		15	AI  	26
2014June3 	2121	0001038	2121		2	DEM 	299
2014June3 	2121	0001038	2121		23	GRN 	0
2014June3 	2121	0001038	2121		27	LIB 	2
2014June3 	2121	0001038	2121		0	NP  	222
2014June3 	2121	0001038	2121		21	PF  	2
2014June3 	2121	0001038	2121		3	REP 	295
2014June3 	2122	0001039	2122		59	AE  	0
2014June3 	2122	0001039	2122		15	AI  	26
2014June3 	2122	0001039	2122		2	DEM 	263
2014June3 	2122	0001039	2122		23	GRN 	0
2014June3 	2122	0001039	2122		27	LIB 	5
2014June3 	2122	0001039	2122		0	NP  	256
2014June3 	2122	0001039	2122		21	PF  	0
2014June3 	2122	0001039	2122		3	REP 	257
2014June3 	2123	0001040	2123		59	AE  	0
2014June3 	2123	0001040	2123		15	AI  	10
2014June3 	2123	0001040	2123		2	DEM 	228
2014June3 	2123	0001040	2123		23	GRN 	2
2014June3 	2123	0001040	2123		27	LIB 	1
2014June3 	2123	0001040	2123		0	NP  	241
2014June3 	2123	0001040	2123		21	PF  	1
2014June3 	2123	0001040	2123		3	REP 	157
2014June3 	2124	0001041	2124		59	AE  	0
2014June3 	2124	0001041	2124		15	AI  	0
2014June3 	2124	0001041	2124		2	DEM 	5
2014June3 	2124	0001041	2124		23	GRN 	0
2014June3 	2124	0001041	2124		27	LIB 	0
2014June3 	2124	0001041	2124		0	NP  	4
2014June3 	2124	0001041	2124		21	PF  	0
2014June3 	2124	0001041	2124		3	REP 	5
2014June3 	2125	0001042	2125		59	AE  	0
2014June3 	2125	0001042	2125		15	AI  	0
2014June3 	2125	0001042	2125		2	DEM 	2
2014June3 	2125	0001042	2125		23	GRN 	0
2014June3 	2125	0001042	2125		27	LIB 	0
2014June3 	2125	0001042	2125		0	NP  	0
2014June3 	2125	0001042	2125		21	PF  	0
2014June3 	2125	0001042	2125		3	REP 	1
2014June3 	2127	0001044	2127		59	AE  	0
2014June3 	2127	0001044	2127		15	AI  	0
2014June3 	2127	0001044	2127		2	DEM 	0
2014June3 	2127	0001044	2127		23	GRN 	0
2014June3 	2127	0001044	2127		27	LIB 	0
2014June3 	2127	0001044	2127		0	NP  	1
2014June3 	2127	0001044	2127		21	PF  	0
2014June3 	2127	0001044	2127		3	REP 	6
2014June3 	2128	0001045	2128		59	AE  	0
2014June3 	2128	0001045	2128		15	AI  	26
2014June3 	2128	0001045	2128		2	DEM 	345
2014June3 	2128	0001045	2128		23	GRN 	3
2014June3 	2128	0001045	2128		27	LIB 	3
2014June3 	2128	0001045	2128		0	NP  	318
2014June3 	2128	0001045	2128		21	PF  	0
2014June3 	2128	0001045	2128		3	REP 	241
2014June3 	2129	0001046	2129		59	AE  	0
2014June3 	2129	0001046	2129		15	AI  	13
2014June3 	2129	0001046	2129		2	DEM 	232
2014June3 	2129	0001046	2129		23	GRN 	5
2014June3 	2129	0001046	2129		27	LIB 	1
2014June3 	2129	0001046	2129		0	NP  	244
2014June3 	2129	0001046	2129		21	PF  	0
2014June3 	2129	0001046	2129		3	REP 	199
2014June3 	2130	0001047	2130		59	AE  	0
2014June3 	2130	0001047	2130		15	AI  	10
2014June3 	2130	0001047	2130		2	DEM 	181
2014June3 	2130	0001047	2130		23	GRN 	3
2014June3 	2130	0001047	2130		27	LIB 	3
2014June3 	2130	0001047	2130		0	NP  	139
2014June3 	2130	0001047	2130		21	PF  	0
2014June3 	2130	0001047	2130		3	REP 	144
2014June3 	2131	0001048	2131		59	AE  	0
2014June3 	2131	0001048	2131		15	AI  	0
2014June3 	2131	0001048	2131		2	DEM 	12
2014June3 	2131	0001048	2131		23	GRN 	0
2014June3 	2131	0001048	2131		27	LIB 	0
2014June3 	2131	0001048	2131		0	NP  	11
2014June3 	2131	0001048	2131		21	PF  	0
2014June3 	2131	0001048	2131		3	REP 	4
2014June3 	2132	0001049	2132		59	AE  	0
2014June3 	2132	0001049	2132		15	AI  	6
2014June3 	2132	0001049	2132		2	DEM 	126
2014June3 	2132	0001049	2132		23	GRN 	0
2014June3 	2132	0001049	2132		27	LIB 	1
2014June3 	2132	0001049	2132		0	NP  	98
2014June3 	2132	0001049	2132		21	PF  	0
2014June3 	2132	0001049	2132		3	REP 	115
2014June3 	2133	0001050	2133		59	AE  	0
2014June3 	2133	0001050	2133		15	AI  	9
2014June3 	2133	0001050	2133		2	DEM 	124
2014June3 	2133	0001050	2133		23	GRN 	1
2014June3 	2133	0001050	2133		27	LIB 	0
2014June3 	2133	0001050	2133		0	NP  	95
2014June3 	2133	0001050	2133		21	PF  	0
2014June3 	2133	0001050	2133		3	REP 	119
2014June3 	2134	0001051	2134		59	AE  	0
2014June3 	2134	0001051	2134		15	AI  	22
2014June3 	2134	0001051	2134		2	DEM 	312
2014June3 	2134	0001051	2134		23	GRN 	3
2014June3 	2134	0001051	2134		27	LIB 	2
2014June3 	2134	0001051	2134		0	NP  	243
2014June3 	2134	0001051	2134		21	PF  	0
2014June3 	2134	0001051	2134		3	REP 	220
2014June3 	2135	0001052	2135		59	AE  	0
2014June3 	2135	0001052	2135		15	AI  	10
2014June3 	2135	0001052	2135		2	DEM 	227
2014June3 	2135	0001052	2135		23	GRN 	2
2014June3 	2135	0001052	2135		27	LIB 	3
2014June3 	2135	0001052	2135		0	NP  	214
2014June3 	2135	0001052	2135		21	PF  	0
2014June3 	2135	0001052	2135		3	REP 	212
2014June3 	2136	0001053	2136		59	AE  	0
2014June3 	2136	0001053	2136		15	AI  	17
2014June3 	2136	0001053	2136		2	DEM 	227
2014June3 	2136	0001053	2136		23	GRN 	4
2014June3 	2136	0001053	2136		27	LIB 	4
2014June3 	2136	0001053	2136		0	NP  	162
2014June3 	2136	0001053	2136		21	PF  	1
2014June3 	2136	0001053	2136		3	REP 	139
2014June3 	2137	0001054	2137		59	AE  	0
2014June3 	2137	0001054	2137		15	AI  	13
2014June3 	2137	0001054	2137		2	DEM 	282
2014June3 	2137	0001054	2137		23	GRN 	3
2014June3 	2137	0001054	2137		27	LIB 	6
2014June3 	2137	0001054	2137		0	NP  	172
2014June3 	2137	0001054	2137		21	PF  	0
2014June3 	2137	0001054	2137		3	REP 	231
2014June3 	2138	0001055	2138		59	AE  	0
2014June3 	2138	0001055	2138		15	AI  	21
2014June3 	2138	0001055	2138		2	DEM 	308
2014June3 	2138	0001055	2138		23	GRN 	4
2014June3 	2138	0001055	2138		27	LIB 	6
2014June3 	2138	0001055	2138		0	NP  	207
2014June3 	2138	0001055	2138		21	PF  	3
2014June3 	2138	0001055	2138		3	REP 	126
2014June3 	2139	0001056	2139		59	AE  	0
2014June3 	2139	0001056	2139		15	AI  	14
2014June3 	2139	0001056	2139		2	DEM 	251
2014June3 	2139	0001056	2139		23	GRN 	5
2014June3 	2139	0001056	2139		27	LIB 	4
2014June3 	2139	0001056	2139		0	NP  	113
2014June3 	2139	0001056	2139		21	PF  	0
2014June3 	2139	0001056	2139		3	REP 	181
2014June3 	2140	0001057	2140		59	AE  	0
2014June3 	2140	0001057	2140		15	AI  	13
2014June3 	2140	0001057	2140		2	DEM 	402
2014June3 	2140	0001057	2140		23	GRN 	6
2014June3 	2140	0001057	2140		27	LIB 	10
2014June3 	2140	0001057	2140		0	NP  	276
2014June3 	2140	0001057	2140		21	PF  	3
2014June3 	2140	0001057	2140		3	REP 	179
2014June3 	2141	0001058	2141		59	AE  	0
2014June3 	2141	0001058	2141		15	AI  	1
2014June3 	2141	0001058	2141		2	DEM 	1
2014June3 	2141	0001058	2141		23	GRN 	0
2014June3 	2141	0001058	2141		27	LIB 	0
2014June3 	2141	0001058	2141		0	NP  	5
2014June3 	2141	0001058	2141		21	PF  	0
2014June3 	2141	0001058	2141		3	REP 	3
2014June3 	2142	0001059	2142		59	AE  	0
2014June3 	2142	0001059	2142		15	AI  	25
2014June3 	2142	0001059	2142		2	DEM 	337
2014June3 	2142	0001059	2142		23	GRN 	4
2014June3 	2142	0001059	2142		27	LIB 	4
2014June3 	2142	0001059	2142		0	NP  	193
2014June3 	2142	0001059	2142		21	PF  	2
2014June3 	2142	0001059	2142		3	REP 	218
2014June3 	2143	0001060	2143		59	AE  	0
2014June3 	2143	0001060	2143		15	AI  	11
2014June3 	2143	0001060	2143		2	DEM 	267
2014June3 	2143	0001060	2143		23	GRN 	2
2014June3 	2143	0001060	2143		27	LIB 	3
2014June3 	2143	0001060	2143		0	NP  	139
2014June3 	2143	0001060	2143		21	PF  	1
2014June3 	2143	0001060	2143		3	REP 	109
2014June3 	2144	0001061	2144		59	AE  	0
2014June3 	2144	0001061	2144		15	AI  	18
2014June3 	2144	0001061	2144		2	DEM 	289
2014June3 	2144	0001061	2144		23	GRN 	5
2014June3 	2144	0001061	2144		27	LIB 	6
2014June3 	2144	0001061	2144		0	NP  	184
2014June3 	2144	0001061	2144		21	PF  	6
2014June3 	2144	0001061	2144		3	REP 	175
2014June3 	2145	0001062	2145		59	AE  	0
2014June3 	2145	0001062	2145		15	AI  	12
2014June3 	2145	0001062	2145		2	DEM 	184
2014June3 	2145	0001062	2145		23	GRN 	3
2014June3 	2145	0001062	2145		27	LIB 	6
2014June3 	2145	0001062	2145		0	NP  	109
2014June3 	2145	0001062	2145		21	PF  	0
2014June3 	2145	0001062	2145		3	REP 	147
2014June3 	2146	0001063	2146		59	AE  	0
2014June3 	2146	0001063	2146		15	AI  	12
2014June3 	2146	0001063	2146		2	DEM 	313
2014June3 	2146	0001063	2146		23	GRN 	0
2014June3 	2146	0001063	2146		27	LIB 	3
2014June3 	2146	0001063	2146		0	NP  	165
2014June3 	2146	0001063	2146		21	PF  	0
2014June3 	2146	0001063	2146		3	REP 	168
2014June3 	2147	0001064	2147		59	AE  	0
2014June3 	2147	0001064	2147		15	AI  	9
2014June3 	2147	0001064	2147		2	DEM 	213
2014June3 	2147	0001064	2147		23	GRN 	3
2014June3 	2147	0001064	2147		27	LIB 	0
2014June3 	2147	0001064	2147		0	NP  	127
2014June3 	2147	0001064	2147		21	PF  	1
2014June3 	2147	0001064	2147		3	REP 	150
2014June3 	2148	0001065	2148		59	AE  	0
2014June3 	2148	0001065	2148		15	AI  	11
2014June3 	2148	0001065	2148		2	DEM 	212
2014June3 	2148	0001065	2148		23	GRN 	0
2014June3 	2148	0001065	2148		27	LIB 	4
2014June3 	2148	0001065	2148		0	NP  	112
2014June3 	2148	0001065	2148		21	PF  	2
2014June3 	2148	0001065	2148		3	REP 	156
2014June3 	2149	0001066	2149		59	AE  	0
2014June3 	2149	0001066	2149		15	AI  	13
2014June3 	2149	0001066	2149		2	DEM 	182
2014June3 	2149	0001066	2149		23	GRN 	3
2014June3 	2149	0001066	2149		27	LIB 	1
2014June3 	2149	0001066	2149		0	NP  	105
2014June3 	2149	0001066	2149		21	PF  	0
2014June3 	2149	0001066	2149		3	REP 	92
2014June3 	2150	0001067	2150		59	AE  	0
2014June3 	2150	0001067	2150		15	AI  	13
2014June3 	2150	0001067	2150		2	DEM 	218
2014June3 	2150	0001067	2150		23	GRN 	5
2014June3 	2150	0001067	2150		27	LIB 	3
2014June3 	2150	0001067	2150		0	NP  	125
2014June3 	2150	0001067	2150		21	PF  	2
2014June3 	2150	0001067	2150		3	REP 	131
2014June3 	2151	0001068	2151		59	AE  	0
2014June3 	2151	0001068	2151		15	AI  	10
2014June3 	2151	0001068	2151		2	DEM 	182
2014June3 	2151	0001068	2151		23	GRN 	3
2014June3 	2151	0001068	2151		27	LIB 	5
2014June3 	2151	0001068	2151		0	NP  	118
2014June3 	2151	0001068	2151		21	PF  	0
2014June3 	2151	0001068	2151		3	REP 	136
2014June3 	2152	0001069	2152		59	AE  	0
2014June3 	2152	0001069	2152		15	AI  	20
2014June3 	2152	0001069	2152		2	DEM 	236
2014June3 	2152	0001069	2152		23	GRN 	4
2014June3 	2152	0001069	2152		27	LIB 	5
2014June3 	2152	0001069	2152		0	NP  	140
2014June3 	2152	0001069	2152		21	PF  	0
2014June3 	2152	0001069	2152		3	REP 	137
2014June3 	2153	0001070	2153		59	AE  	0
2014June3 	2153	0001070	2153		15	AI  	19
2014June3 	2153	0001070	2153		2	DEM 	418
2014June3 	2153	0001070	2153		23	GRN 	5
2014June3 	2153	0001070	2153		27	LIB 	6
2014June3 	2153	0001070	2153		0	NP  	240
2014June3 	2153	0001070	2153		21	PF  	1
2014June3 	2153	0001070	2153		3	REP 	237
2014June3 	2154	0001071	2154		59	AE  	0
2014June3 	2154	0001071	2154		15	AI  	0
2014June3 	2154	0001071	2154		2	DEM 	0
2014June3 	2154	0001071	2154		23	GRN 	0
2014June3 	2154	0001071	2154		27	LIB 	0
2014June3 	2154	0001071	2154		0	NP  	0
2014June3 	2154	0001071	2154		21	PF  	0
2014June3 	2154	0001071	2154		3	REP 	2
2014June3 	2155	0001072	2155		59	AE  	0
2014June3 	2155	0001072	2155		15	AI  	18
2014June3 	2155	0001072	2155		2	DEM 	259
2014June3 	2155	0001072	2155		23	GRN 	1
2014June3 	2155	0001072	2155		27	LIB 	2
2014June3 	2155	0001072	2155		0	NP  	224
2014June3 	2155	0001072	2155		21	PF  	1
2014June3 	2155	0001072	2155		3	REP 	238
2014June3 	2158	0001075	2158		59	AE  	0
2014June3 	2158	0001075	2158		15	AI  	12
2014June3 	2158	0001075	2158		2	DEM 	227
2014June3 	2158	0001075	2158		23	GRN 	4
2014June3 	2158	0001075	2158		27	LIB 	4
2014June3 	2158	0001075	2158		0	NP  	196
2014June3 	2158	0001075	2158		21	PF  	0
2014June3 	2158	0001075	2158		3	REP 	181
2014June3 	2159	0001076	2159		59	AE  	0
2014June3 	2159	0001076	2159		15	AI  	5
2014June3 	2159	0001076	2159		2	DEM 	79
2014June3 	2159	0001076	2159		23	GRN 	0
2014June3 	2159	0001076	2159		27	LIB 	1
2014June3 	2159	0001076	2159		0	NP  	68
2014June3 	2159	0001076	2159		21	PF  	0
2014June3 	2159	0001076	2159		3	REP 	93
2014June3 	2160	0001077	2160		59	AE  	0
2014June3 	2160	0001077	2160		15	AI  	3
2014June3 	2160	0001077	2160		2	DEM 	51
