sElectionAbbr	lPctPorHndl	lPrecinctHndl	sPrecinctID	sPrecinctPortion	szPrecinctName	iBalType	sAbsenteePrecinctID	szAbsenteePrecinctName	iMailBallotPrecinct	sVotingPrecinctID	szVotingPrecinctName
2014June3 		2567	0001558		PCT 1558	34	8001558	PCT 1558  C/P/S/2V	0	0001558	PCT 1558  C/P/S/2V
2014June3 		4171	0001559		PCT 1559	28	8001518	PCT 1518  P/2S/V	0	0001518	PCT 1518  P/2S/V
2014June3 		2569	0001560		PCT 1560	28	8001560	PCT MAIL 1560	1	0001560	PCT MAIL 1560
2014June3 		2570	0001561		PCT 1561	29	8001466	PCT 1466  C/P/S/V	0	0001466	PCT 1466  C/P/S/V
2014June3 		2571	0001562		PCT 1562	40	8001562	PCT MAIL 1562	1	0001562	PCT MAIL 1562
2014June3 		2572	0001563		PCT 1563	30	8001423	PCT 1423  C/P/S/V	0	0001423	PCT 1423  C/P/S/V
2014June3 		2573	0001564		PCT 1564	29	8001478	PCT 1478  C/H/P/S/V	0	0001478	PCT 1478  C/H/P/S/V
2014June3 		2574	0001565		PCT 1565	34	8001558	PCT 1558  C/P/S/2V	0	0001558	PCT 1558  C/P/S/2V
2014June3 		2575	0001566		PCT 1566	30	8001546	PCT 1546  C/P/S/V	0	0001546	PCT 1546  C/P/S/V
2014June3 		2576	0001567		PCT 1567	28	8001560	PCT MAIL 1560	1	0001560	PCT MAIL 1560
2014June3 		2577	0001568		PCT 1568	28	8001560	PCT MAIL 1560	1	0001560	PCT MAIL 1560
2014June3 		2578	0001569		PCT 1569	28	8001569	PCT MAIL 1569	1	0001569	PCT MAIL 1569
2014June3 		2579	0001570		PCT 1570	41	8001570	PCT MAIL 1570	1	0001570	PCT MAIL 1570
2014June3 		2580	0001571		PCT 1571	13	8001571	PCT 1571  C/P/S	0	0001571	PCT 1571  C/P/S
2014June3 		2581	0001572		PCT 1572	13	8001572	PCT 1572  S	0	0001572	PCT 1572  S
2014June3 		2582	0001573		PCT 1573	13	8001573	PCT MAIL 1573	1	0001573	PCT MAIL 1573
2014June3 		2583	0001574		PCT 1574	24	8001574	PCT MAIL 1574	1	0001574	PCT MAIL 1574
2014June3 		2584	0001575		PCT 1575	13	8001571	PCT 1571  C/P/S	0	0001571	PCT 1571  C/P/S
2014June3 		2585	0001576		PCT 1576	13	8001571	PCT 1571  C/P/S	0	0001571	PCT 1571  C/P/S
2014June3 		2586	0001577		PCT 1577	39	8001555	PCT 1555  S/V	0	0001555	PCT 1555  S/V
2014June3 		2587	0001578		PCT 1578	39	8001578	PCT 1578  C/P/S/V	0	0001578	PCT 1578  C/P/S/V
2014June3 		2588	0001579		PCT 1579	39	8001555	PCT 1555  S/V	0	0001555	PCT 1555  S/V
2014June3 		2589	0001580		PCT 1580	39	8001555	PCT 1555  S/V	0	0001555	PCT 1555  S/V
2014June3 		2590	0001581		PCT 1581	33	8001501	PCT 1501  H/S	0	0001501	PCT 1501  H/S
2014June3 		2591	0001582		PCT 1582	28	8001544	PCT 1544  P/S/V	0	0001544	PCT 1544  P/S/V
2014June3 		4099	0001583		PCT 1583	21	8001583	PCT 1583  H/S	0	0001583	PCT 1583  H/S
2014June3 		4151	0001584		PCT 1584	27	8001584	PCT 1584  C/P/S/V	0	0001584	PCT 1584  C/P/S/V
2014June3 		2592	0001585		PCT 1585	28	8001585	PCT 1585  P/S/V	0	0001585	PCT 1585  P/S/V
2014June3 		2593	0001586		PCT 1586	42	8001586	PCT 1586  S	0	0001586	PCT 1586  S
2014June3 		4096	0001587		PCT 1587	43	8001587	PCT MAIL 1587	1	0001587	PCT MAIL 1587
2014June3 		4095	0001588		PCT 1588	1	8001588	PCT 1588  C/S	0	0001588	PCT 1588  C/S
2014June3 		4094	0001589		PCT 1589	39	8001578	PCT 1578  C/P/S/V	0	0001578	PCT 1578  C/P/S/V
2014June3 		2594	0001590		PCT 1590	27	8001590	PCT 1590  S/V	0	0001590	PCT 1590  S/V
2014June3 		4093	0001591		PCT 1591	28	8001560	PCT MAIL 1560	1	0001560	PCT MAIL 1560
2014June3 		4109	0001592		PCT 1592	13	8001572	PCT 1572  S	0	0001572	PCT 1572  S
2014June3 		4125	0001593		PCT 1593	44	8001593	PCT MAIL 1593	1	0001593	PCT MAIL 1593
2014June3 		4080	0001594		PCT 1594	35	8001515	PCT 1515  C/P/S/V	0	0001515	PCT 1515  C/P/S/V
2014June3 		4097	0001595		PCT 1595	15	8001595	PCT MAIL 1595	1	0001595	PCT MAIL 1595
2014June3 		4081	0001596		PCT 1596	35	8001515	PCT 1515  C/P/S/V	0	0001515	PCT 1515  C/P/S/V
2014June3 		4082	0001597		PCT 1597	27	8001597	PCT 1597  S/V	0	0001597	PCT 1597  S/V
2014June3 		4083	0001598		PCT 1598	27	8001590	PCT 1590  S/V	0	0001590	PCT 1590  S/V
2014June3 		2595	0001599		PCT 1599	27	8001599	PCT 1599  S/V	0	0001599	PCT 1599  S/V
2014June3 		2596	0001600		PCT 1600	24	8001600	PCT 1600  C/S	0	0001600	PCT 1600  C/S
2014June3 		2597	0001601		PCT 1601	10	8001601	PCT 1601  C/S	0	0001601	PCT 1601  C/S
2014June3 		2598	0001602		PCT 1602	10	8001602	PCT 1602  C/S	0	0001602	PCT 1602  C/S
2014June3 		2599	0001603		PCT 1603	10	8001602	PCT 1602  C/S	0	0001602	PCT 1602  C/S
2014June3 		2600	0001604		PCT 1604	10	8001604	PCT 1604  S	0	0001604	PCT 1604  S
2014June3 		2601	0001605		PCT 1605	10	8001604	PCT 1604  S	0	0001604	PCT 1604  S
2014June3 		2602	0001606		PCT 1606	10	8001606	PCT 1606  S	0	0001606	PCT 1606  S
2014June3 		2603	0001607		PCT 1607	10	8001607	PCT 1607  S	0	0001607	PCT 1607  S
2014June3 		2604	0001608		PCT 1608	10	8001608	PCT 1608  S	0	0001608	PCT 1608  S
2014June3 		2605	0001609		PCT 1609	10	8001608	PCT 1608  S	0	0001608	PCT 1608  S
2014June3 		2606	0001610		PCT 1610	10	8001610	PCT 1610  C/S	0	0001610	PCT 1610  C/S
2014June3 		2607	0001611		PCT 1611	10	8001610	PCT 1610  C/S	0	0001610	PCT 1610  C/S
2014June3 		2608	0001612		PCT 1612	13	8001571	PCT 1571  C/P/S	0	0001571	PCT 1571  C/P/S
2014June3 		2609	0001613		PCT 1613	42	8001613	PCT 1613  S	0	0001613	PCT 1613  S
2014June3 		2610	0001614		PCT 1614	42	8001613	PCT 1613  S	0	0001613	PCT 1613  S
2014June3 		2611	0001615		PCT 1615	42	8001613	PCT 1613  S	0	0001613	PCT 1613  S
2014June3 		2612	0001616		PCT 1616	42	8001616	PCT 1616  S	0	0001616	PCT 1616  S
2014June3 		2613	0001617		PCT 1617	42	8001616	PCT 1616  S	0	0001616	PCT 1616  S
2014June3 		2614	0001618		PCT 1618	42	8001586	PCT 1586  S	0	0001586	PCT 1586  S
2014June3 		2615	0001619		PCT 1619	42	8001586	PCT 1586  S	0	0001586	PCT 1586  S
2014June3 		2616	0001620		PCT 1620	19	8001620	PCT 1620  S	0	0001620	PCT 1620  S
2014June3 		2617	0001621		PCT 1621	19	8001621	PCT 1621  S	0	0001621	PCT 1621  S
2014June3 		2618	0001622		PCT 1622	19	8001622	PCT 1622  S	0	0001622	PCT 1622  S
2014June3 		2619	0001623		PCT 1623	24	8001623	PCT 1623  S	0	0001623	PCT 1623  S
2014June3 		2620	0001624		PCT 1624	24	8001623	PCT 1623  S	0	0001623	PCT 1623  S
2014June3 		2621	0001625		PCT 1625	23	8001625	PCT 1625  S	0	0001625	PCT 1625  S
2014June3 		2622	0001626		PCT 1626	13	8001571	PCT 1571  C/P/S	0	0001571	PCT 1571  C/P/S
2014June3 		2623	0001627		PCT 1627	13	8001572	PCT 1572  S	0	0001572	PCT 1572  S
2014June3 		2624	0001628		PCT 1628	13	8001572	PCT 1572  S	0	0001572	PCT 1572  S
2014June3 		2625	0001629		PCT 1629	24	8001629	PCT 1629  C/S	0	0001629	PCT 1629  C/S
2014June3 		2626	0001630		PCT 1630	13	8001199	PCT 1199  C/S	0	0001199	PCT 1199  C/S
2014June3 		2627	0001631		PCT 1631	13	8001631	PCT 1631  C/S	0	0001631	PCT 1631  C/S
2014June3 		2628	0001632		PCT 1632	45	8001632	PCT 1632  S	0	0001632	PCT 1632  S
2014June3 		2629	0001633		PCT 1633	13	8001633	PCT 1633  S	0	0001633	PCT 1633  S
2014June3 		2630	0001634		PCT 1634	13	8001634	PCT 1634  S	0	0001634	PCT 1634  S
2014June3 		2631	0001635		PCT 1635	13	8001635	PCT 1635  H/S	0	0001635	PCT 1635  H/S
2014June3 		2632	0001636		PCT 1636	24	8001629	PCT 1629  C/S	0	0001629	PCT 1629  C/S
2014June3 		2633	0001637		PCT 1637	13	8001634	PCT 1634  S	0	0001634	PCT 1634  S
2014June3 		2634	0001638		PCT 1638	24	8001629	PCT 1629  C/S	0	0001629	PCT 1629  C/S
2014June3 		2635	0001639		PCT 1639	13	8001639	PCT 1639  S/V	0	0001639	PCT 1639  S/V
2014June3 		2636	0001640		PCT 1640	24	8001640	PCT 1640  S	0	0001640	PCT 1640  S
2014June3 		2637	0001641		PCT 1641	13	8001635	PCT 1635  H/S	0	0001635	PCT 1635  H/S
2014June3 		2638	0001642		PCT 1642	24	8001640	PCT 1640  S	0	0001640	PCT 1640  S
2014June3 		2639	0001643		PCT 1643	13	8001639	PCT 1639  S/V	0	0001639	PCT 1639  S/V
2014June3 		2640	0001644		PCT 1644	24	8001644	PCT 1644  S	0	0001644	PCT 1644  S
2014June3 		2641	0001645		PCT 1645	24	8001645	PCT 1645  H/S	0	0001645	PCT 1645  H/S
2014June3 		2642	0001646		PCT 1646	24	8001645	PCT 1645  H/S	0	0001645	PCT 1645  H/S
2014June3 		2643	0001647		PCT 1647	24	8001647	PCT 1647	0	0001647	PCT 1647
2014June3 		2644	0001648		PCT 1648	24	8001648	PCT 1648  C/S	0	0001648	PCT 1648  C/S
2014June3 		2645	0001649		PCT 1649	24	8001647	PCT 1647	0	0001647	PCT 1647
2014June3 		2646	0001650		PCT 1650	45	8001632	PCT 1632  S	0	0001632	PCT 1632  S
2014June3 		2647	0001651		PCT 1651	24	8001651	PCT 1651	0	0001651	PCT 1651
2014June3 		2648	0001652		PCT 1652	24	8001648	PCT 1648  C/S	0	0001648	PCT 1648  C/S
2014June3 		2649	0001653		PCT 1653	24	8001653	PCT 1653  S	0	0001653	PCT 1653  S
2014June3 		2650	0001654		PCT 1654	24	8001653	PCT 1653  S	0	0001653	PCT 1653  S
2014June3 		2651	0001655		PCT 1655	24	8001655	PCT 1655  S	0	0001655	PCT 1655  S
2014June3 		2652	0001656		PCT 1656	24	8001655	PCT 1655  S	0	0001655	PCT 1655  S
2014June3 		2653	0001657		PCT 1657	24	8001657	PCT 1657  S	0	0001657	PCT 1657  S
2014June3 		2654	0001658		PCT 1658	24	8001658	PCT 1658  S	0	0001658	PCT 1658  S
2014June3 		2655	0001659		PCT 1659	24	8001658	PCT 1658  S	0	0001658	PCT 1658  S
2014June3 		2656	0001660		PCT 1660	23	8001357	PCT MAIL 1357	1	0001357	PCT MAIL 1357
2014June3 		4153	0001661		PCT 1661	15	8001661	PCT 1661  P/S/V	0	0001661	PCT 1661  P/S/V
2014June3 		2658	0001662		PCT 1662	24	8001358	PCT 1358  S	0	0001358	PCT 1358  S
2014June3 		2659	0001663		PCT 1663	24	8001663	PCT 1663  S	0	0001663	PCT 1663  S
2014June3 		2660	0001664		PCT 1664	24	8001664	PCT 1664  S	0	0001664	PCT 1664  S
2014June3 		2661	0001665		PCT 1665	24	8001664	PCT 1664  S	0	0001664	PCT 1664  S
2014June3 		2662	0001666		PCT 1666	20	8001666	PCT 1666  S	0	0001666	PCT 1666  S
2014June3 		2663	0001667		PCT 1667	15	8001661	PCT 1661  P/S/V	0	0001661	PCT 1661  P/S/V
2014June3 		2664	0001668		PCT 1668	15	8001661	PCT 1661  P/S/V	0	0001661	PCT 1661  P/S/V
2014June3 		2665	0001669		PCT 1669	23	8001625	PCT 1625  S	0	0001625	PCT 1625  S
2014June3 		2666	0001670		PCT 1670	20	8001666	PCT 1666  S	0	0001666	PCT 1666  S
2014June3 		2667	0001671		PCT 1671	24	8001671	PCT 1671  S	0	0001671	PCT 1671  S
2014June3 		2668	0001672		PCT 1672	24	8001672	PCT 1672  S	0	0001672	PCT 1672  S
2014June3 		2669	0001673		PCT 1673	24	8001672	PCT 1672  S	0	0001672	PCT 1672  S
2014June3 		2670	0001674		PCT 1674	24	8001674	PCT 1674	0	0001674	PCT 1674
2014June3 		2671	0001675		PCT 1675	24	8001674	PCT 1674	0	0001674	PCT 1674
2014June3 		2672	0001676		PCT 1676	24	8001674	PCT 1674	0	0001674	PCT 1674
2014June3 		2673	0001677		PCT 1677	13	8001677	PCT 1677  S	0	0001677	PCT 1677  S
2014June3 		2674	0001678		PCT 1678	15	8001678	PCT 1678  S/V	0	0001678	PCT 1678  S/V
2014June3 		2675	0001679		PCT 1679	13	8001677	PCT 1677  S	0	0001677	PCT 1677  S
2014June3 		2676	0001680		PCT 1680	13	8001571	PCT 1571  C/P/S	0	0001571	PCT 1571  C/P/S
2014June3 		2677	0001681		PCT 1681	13	8001199	PCT 1199  C/S	0	0001199	PCT 1199  C/S
2014June3 		2678	0001682		PCT 1682	19	8001620	PCT 1620  S	0	0001620	PCT 1620  S
2014June3 		2679	0001683		PCT 1683	13	8001683	PCT 1683  S	0	0001683	PCT 1683  S
2014June3 		2680	0001684		PCT 1684	13	8001633	PCT 1633  S	0	0001633	PCT 1633  S
2014June3 		2681	0001685		PCT 1685	15	8001685	PCT 1685  S	0	0001685	PCT 1685  S
2014June3 		2682	0001686		PCT 1686	15	8001685	PCT 1685  S	0	0001685	PCT 1685  S
2014June3 		2683	0001687		PCT 1687	24	8001687	PCT 1687  C/S	0	0001687	PCT 1687  C/S
2014June3 		4135	0001688		PCT 1688	24	8001671	PCT 1671  S	0	0001671	PCT 1671  S
2014June3 		4141	0001689		PCT 1689	10	8001601	PCT 1601  C/S	0	0001601	PCT 1601  C/S
2014June3 		2686	0001690		PCT 1690	24	8001358	PCT 1358  S	0	0001358	PCT 1358  S
2014June3 		2687	0001691		PCT 1691	13	8001199	PCT 1199  C/S	0	0001199	PCT 1199  C/S
2014June3 		2688	0001692		PCT 1692	24	8001645	PCT 1645  H/S	0	0001645	PCT 1645  H/S
2014June3 		2690	0001694		PCT 1694	24	8001644	PCT 1644  S	0	0001644	PCT 1644  S
2014June3 		2692	0001696		PCT 1696	15	8001661	PCT 1661  P/S/V	0	0001661	PCT 1661  P/S/V
2014June3 		2693	0001697		PCT 1697	15	8001661	PCT 1661  P/S/V	0	0001661	PCT 1661  P/S/V
2014June3 		2694	0001698		PCT 1698	24	8001645	PCT 1645  H/S	0	0001645	PCT 1645  H/S
2014June3 		2696	0001700		PCT 1700	37	8001700	PCT 1700  C/H/V	0	0001700	PCT 1700  C/H/V
2014June3 		2697	0001701		PCT 1701	21	8001701	PCT 1701  S/V	0	0001701	PCT 1701  S/V
2014June3 		2698	0001702		PCT 1702	21	8001702	PCT 1702  S/V	0	0001702	PCT 1702  S/V
2014June3 		2699	0001703		PCT 1703	27	8001703	PCT 1703  S/V	0	0001703	PCT 1703  S/V
2014June3 		2700	0001704		PCT 1704	27	8001704	PCT 1704  S/V	0	0001704	PCT 1704  S/V
2014June3 		2701	0001705		PCT 1705	27	8001704	PCT 1704  S/V	0	0001704	PCT 1704  S/V
2014June3 		2702	0001706		PCT 1706	27	8001706	PCT 1706  S/V	0	0001706	PCT 1706  S/V
2014June3 		2703	0001707		PCT 1707	27	8001707	PCT 1707  S/2V	0	0001707	PCT 1707  S/2V
2014June3 		2705	0001709		PCT 1709	27	8001709	PCT 1709  C/P/S/V	0	0001709	PCT 1709  C/P/S/V
2014June3 		2706	0001710		PCT 1710	27	8001398	PCT 1398  M/P/S/2V	0	0001398	PCT 1398  M/P/S/2V
2014June3 		2707	0001711		PCT 1711	27	8001711	PCT 1711  C/P/S/V	0	0001711	PCT 1711  C/P/S/V
2014June3 		2708	0001712		PCT 1712	27	8001712	PCT 1712  C/P/S/V	0	0001712	PCT 1712  C/P/S/V
2014June3 		2709	0001713		PCT 1713	27	8001713	PCT 1713  C/P/S/2V	0	0001713	PCT 1713  C/P/S/2V
2014June3 		2710	0001714		PCT 1714	27	8001712	PCT 1712  C/P/S/V	0	0001712	PCT 1712  C/P/S/V
2014June3 		2711	0001715		PCT 1715	27	8001715	PCT 1715  C/P/S/2V	0	0001715	PCT 1715  C/P/S/2V
2014June3 		2712	0001716		PCT 1716	27	8001716	PCT 1716  P/S/V	0	0001716	PCT 1716  P/S/V
2014June3 		2713	0001717		PCT 1717	27	8001717	PCT 1717  P/S/V	0	0001717	PCT 1717  P/S/V
2014June3 		2714	0001718		PCT 1718	27	8001718	PCT 1718  P/S/2V	0	0001718	PCT 1718  P/S/2V
2014June3 		2715	0001719		PCT 1719	27	8001719	PCT 1719  P/S/2V	0	0001719	PCT 1719  P/S/2V
2014June3 		2716	0001720		PCT 1720	27	8001720	PCT 1720  C/S/2V	0	0001720	PCT 1720  C/S/2V
2014June3 		2717	0001721		PCT 1721	27	8001721	PCT 1721  C/S/2V	0	0001721	PCT 1721  C/S/2V
2014June3 		2718	0001722		PCT 1722	27	8001722	PCT 1722  S/2V	0	0001722	PCT 1722  S/2V
2014June3 		2719	0001723		PCT 1723	27	8001723	PCT 1723  S/V	0	0001723	PCT 1723  S/V
2014June3 		2720	0001724		PCT 1724	27	8001724	PCT 1724  S/V	0	0001724	PCT 1724  S/V
2014June3 		2721	0001725		PCT 1725	27	8001597	PCT 1597  S/V	0	0001597	PCT 1597  S/V
2014June3 		2722	0001726		PCT 1726	27	8001726	PCT 1726  C/S/2V	0	0001726	PCT 1726  C/S/2V
2014June3 		2723	0001727		PCT 1727	27	8001727	PCT 1727  C/S/2V	0	0001727	PCT 1727  C/S/2V
2014June3 		2724	0001728		PCT 1728	27	8001728	PCT 1728  C/P/S/V	0	0001728	PCT 1728  C/P/S/V
2014June3 		2725	0001729		PCT 1729	15	8001729	PCT 1729  C/P/S/V	0	0001729	PCT 1729  C/P/S/V
2014June3 		2726	0001730		PCT 1730	15	8001730	PCT 1730  S/2V	0	0001730	PCT 1730  S/2V
2014June3 		2727	0001731		PCT 1731	15	8001730	PCT 1730  S/2V	0	0001730	PCT 1730  S/2V
2014June3 		2728	0001732		PCT 1732	15	8001730	PCT 1730  S/2V	0	0001730	PCT 1730  S/2V
2014June3 		2729	0001733		PCT 1733	15	8001730	PCT 1730  S/2V	0	0001730	PCT 1730  S/2V
2014June3 		2730	0001734		PCT 1734	15	8001734	PCT 1734  S/V	0	0001734	PCT 1734  S/V
2014June3 		2731	0001735		PCT 1735	27	8001735	PCT 1735  2S/V	0	0001735	PCT 1735  2S/V
2014June3 		2732	0001736		PCT 1736	27	8001735	PCT 1735  2S/V	0	0001735	PCT 1735  2S/V
2014June3 		2733	0001737		PCT 1737	27	8001737	PCT 1737  2S/V	0	0001737	PCT 1737  2S/V
2014June3 		2734	0001738		PCT 1738	27	8001737	PCT 1737  2S/V	0	0001737	PCT 1737  2S/V
2014June3 		2735	0001739		PCT 1739	15	8001739	PCT 1739  S/V	0	0001739	PCT 1739  S/V
2014June3 		2736	0001740		PCT 1740	27	8001706	PCT 1706  S/V	0	0001706	PCT 1706  S/V
2014June3 		2737	0001741		PCT 1741	27	8001741	PCT 1741  S/V	0	0001741	PCT 1741  S/V
2014June3 		2738	0001742		PCT 1742	15	8001739	PCT 1739  S/V	0	0001739	PCT 1739  S/V
2014June3 		2739	0001743		PCT 1743	15	8001739	PCT 1739  S/V	0	0001739	PCT 1739  S/V
2014June3 		2740	0001744		PCT 1744	15	8001744	PCT 1744  S/V	0	0001744	PCT 1744  S/V
2014June3 		2741	0001745		PCT 1745	27	8001745	PCT 1745  S/V	0	0001745	PCT 1745  S/V
2014June3 		2742	0001746		PCT 1746	15	8001746	PCT 1746  S/V	0	0001746	PCT 1746  S/V
2014June3 		2743	0001747		PCT 1747	8	8001747	PCT 1747  P/S/V	0	0001747	PCT 1747  P/S/V
2014June3 		2744	0001748		PCT 1748	8	8001078	PCT 1078  P/S/V	0	0001078	PCT 1078  P/S/V
2014June3 		2745	0001749		PCT 1749	8	8001082	PCT 1082  P/S/V	0	0001082	PCT 1082  P/S/V
2014June3 		2746	0001750		PCT 1750	8	8001082	PCT 1082  P/S/V	0	0001082	PCT 1082  P/S/V
2014June3 		2747	0001751		PCT 1751	8	8001751	PCT 1751  S/V	0	0001751	PCT 1751  S/V
2014June3 		2748	0001752		PCT 1752	8	8001751	PCT 1751  S/V	0	0001751	PCT 1751  S/V
2014June3 		2749	0001753		PCT 1753	6	8001753	PCT 1753  S/V	0	0001753	PCT 1753  S/V
2014June3 		2750	0001754		PCT 1754	6	8001753	PCT 1753  S/V	0	0001753	PCT 1753  S/V
2014June3 		2751	0001755		PCT 1755	6	8001755	PCT 1755  S/V	0	0001755	PCT 1755  S/V
2014June3 		2752	0001756		PCT 1756	6	8001056	PCT 1056  S/V	0	0001056	PCT 1056  S/V
2014June3 		2753	0001757		PCT 1757	46	8001757	PCT 1757  S/V	0	0001757	PCT 1757  S/V
2014June3 		2754	0001758		PCT 1758	21	8001701	PCT 1701  S/V	0	0001701	PCT 1701  S/V
2014June3 		2755	0001759		PCT 1759	15	8001744	PCT 1744  S/V	0	0001744	PCT 1744  S/V
2014June3 		2756	0001760		PCT 1760	27	8001584	PCT 1584  C/P/S/V	0	0001584	PCT 1584  C/P/S/V
2014June3 		2757	0001761		PCT 1761	15	8001761	PCT 1761  S/V	0	0001761	PCT 1761  S/V
2014June3 		2758	0001762		PCT 1762	6	8001755	PCT 1755  S/V	0	0001755	PCT 1755  S/V
2014June3 		2759	0001763		PCT 1763	27	8001724	PCT 1724  S/V	0	0001724	PCT 1724  S/V
2014June3 		2760	0001764		PCT 1764	27	8001599	PCT 1599  S/V	0	0001599	PCT 1599  S/V
2014June3 		2761	0001765		PCT 1765	27	8001398	PCT 1398  M/P/S/2V	0	0001398	PCT 1398  M/P/S/2V
2014June3 		2762	0001766		PCT 1766	8	8001078	PCT 1078  P/S/V	0	0001078	PCT 1078  P/S/V
2014June3 		2763	0001767		PCT 1767	27	8001767	PCT 1767  S/2V	0	0001767	PCT 1767  S/2V
2014June3 		2764	0001768		PCT 1768	27	8001768	PCT MAIL 1768	1	0001768	PCT MAIL 1768
2014June3 		2765	0001769		PCT 1769	27	8001398	PCT 1398  M/P/S/2V	0	0001398	PCT 1398  M/P/S/2V
2014June3 		2766	0001770		PCT 1770	27	8001712	PCT 1712  C/P/S/V	0	0001712	PCT 1712  C/P/S/V
2014June3 		4156	0001771		PCT 1771	27	8001704	PCT 1704  S/V	0	0001704	PCT 1704  S/V
2014June3 		2768	0001772		PCT 1772	15	8001730	PCT 1730  S/2V	0	0001730	PCT 1730  S/2V
2014June3 		2769	0001773		PCT 1773	27	8001703	PCT 1703  S/V	0	0001703	PCT 1703  S/V
2014June3 		2770	0001774		PCT 1774	27	8001599	PCT 1599  S/V	0	0001599	PCT 1599  S/V
2014June3 		4120	0001775		PCT 1775	38	8001775	PCT 1775  C/P/S/V	0	0001775	PCT 1775  C/P/S/V
2014June3 		4177	0001776		PCT 1776	27	8001728	PCT 1728  C/P/S/V	0	0001728	PCT 1728  C/P/S/V
2014June3 		2775	0001779		PCT 1779	40	8001779	PCT MAIL 1779	1	0001779	PCT MAIL 1779
2014June3 		2776	0001780		PCT 1780	8	8001780	PCT 1780  C/S/V	0	0001780	PCT 1780  C/S/V
2014June3 		2777	0001781		PCT 1781	37	8001781	PCT 1781  C/S/V	0	0001781	PCT 1781  C/S/V
2014June3 		2778	0001782		PCT 1782	8	8001782	PCT 1782  C/S/V	0	0001782	PCT 1782  C/S/V
2014June3 		2779	0001783		PCT 1783	8	8001780	PCT 1780  C/S/V	0	0001780	PCT 1780  C/S/V
2014June3 		2780	0001784		PCT 1784	8	8001784	PCT 1784  S/V	0	0001784	PCT 1784  S/V
2014June3 		2781	0001785		PCT 1785	15	8001785	PCT 1785  C/P/S/V	0	0001785	PCT 1785  C/P/S/V
2014June3 		2782	0001786		PCT 1786	37	8001786	PCT 1786  C/S/V	0	0001786	PCT 1786  C/S/V
2014June3 		2783	0001787		PCT 1787	37	8001787	PCT 1787  C/H/V	0	0001787	PCT 1787  C/H/V
2014June3 		2784	0001788		PCT 1788	37	8001788	PCT 1788  C/H/S/V	0	0001788	PCT 1788  C/H/S/V
2014June3 		2785	0001789		PCT 1789	37	8001789	PCT 1789  S/V	0	0001789	PCT 1789  S/V
2014June3 		2786	0001790		PCT 1790	37	8001790	PCT 1790  C/H/V	0	0001790	PCT 1790  C/H/V
2014June3 		2787	0001791		PCT 1791	37	8001788	PCT 1788  C/H/S/V	0	0001788	PCT 1788  C/H/S/V
2014June3 		2788	0001792		PCT 1792	37	8001792	PCT 1792  C/H/V	0	0001792	PCT 1792  C/H/V
2014June3 		2789	0001793		PCT 1793	37	8001793	PCT 1793  V	0	0001793	PCT 1793  V
2014June3 		2790	0001794		PCT 1794	37	8001794	PCT 1794  C/H/S/V	0	0001794	PCT 1794  C/H/S/V
2014June3 		2791	0001795		PCT 1795	36	8001795	PCT MAIL 1795	1	0001795	PCT MAIL 1795
2014June3 		2792	0001796		PCT 1796	37	8001796	PCT 1796  C/H/V	0	0001796	PCT 1796  C/H/V
2014June3 		2793	0001797		PCT 1797	37	8001797	PCT 1797  C/P/S/V	0	0001797	PCT 1797  C/P/S/V
2014June3 		2794	0001798		PCT 1798	37	8001798	PCT 1798  S/V	0	0001798	PCT 1798  S/V
2014June3 		2795	0001799		PCT 1799	37	8001799	PCT 1799  C/S/V	0	0001799	PCT 1799  C/S/V
2014June3 		2797	0001801		PCT 1801	32	8001801	PCT MAIL 1801	1	0001801	PCT MAIL 1801
2014June3 		2798	0001802		PCT 1802	28	8001550	PCT MAIL 1550	1	0001550	PCT MAIL 1550
2014June3 		2799	0001803		PCT 1803	36	8001795	PCT MAIL 1795	1	0001795	PCT MAIL 1795
2014June3 		2800	0001804		PCT 1804	36	8001804	PCT 1804  P/2S/V	0	0001804	PCT 1804  P/2S/V
2014June3 		2801	0001805		PCT 1805	36	8001804	PCT 1804  P/2S/V	0	0001804	PCT 1804  P/2S/V
2014June3 		2802	0001806		PCT 1806	39	8001553	PCT 1553  C/P/S/V	0	0001553	PCT 1553  C/P/S/V
2014June3 		2803	0001807		PCT 1807	36	8001551	PCT 1551  P/S/V	0	0001551	PCT 1551  P/S/V
2014June3 		2805	0001809		PCT 1809	39	8001555	PCT 1555  S/V	0	0001555	PCT 1555  S/V
2014June3 		2806	0001810		PCT 1810	36	8001551	PCT 1551  P/S/V	0	0001551	PCT 1551  P/S/V
2014June3 		2807	0001811		PCT 1811	39	8001553	PCT 1553  C/P/S/V	0	0001553	PCT 1553  C/P/S/V
2014June3 		2808	0001812		PCT 1812	36	8001812	PCT 1812  S/V	0	0001812	PCT 1812  S/V
2014June3 		2809	0001813		PCT 1813	39	8001555	PCT 1555  S/V	0	0001555	PCT 1555  S/V
2014June3 		2810	0001814		PCT 1814	39	8001553	PCT 1553  C/P/S/V	0	0001553	PCT 1553  C/P/S/V
2014June3 		2811	0001815		PCT 1815	39	8001578	PCT 1578  C/P/S/V	0	0001578	PCT 1578  C/P/S/V
2014June3 		2812	0001816		PCT 1816	39	8001553	PCT 1553  C/P/S/V	0	0001553	PCT 1553  C/P/S/V
2014June3 		2813	0001817		PCT 1817	39	8001817	PCT 1817  C/P/S/V	0	0001817	PCT 1817  C/P/S/V
